idIntercambio;AttMatriz;Iteradores;1;2;3
12;potencia_maxima;04/2021;4000;4000;4000
13;potencia_maxima;04/2021;4000;4000;4000
13;potencia_minima;04/2021;0;0;0
14;potencia_maxima;04/2021;2000;2000;2000
14;potencia_minima;04/2021;0;0;0
15;potencia_maxima;04/2021;2300;2300;2000
15;potencia_minima;04/2021;0;0;0
16;potencia_maxima;04/2021;8000;8000;8000
16;potencia_minima;04/2021;0;0;0
17;potencia_minima;04/2021;0;0;0
17;potencia_maxima;04/2021;2500;2500;2500
1;potencia_minima;05/2021;0;0;0
1;potencia_maxima;05/2021;7400;8100;8700
2;potencia_minima;05/2021;0;0;0
2;potencia_maxima;05/2021;8820;8820;9320
3;potencia_maxima;05/2021;10500;10500;11000
3;potencia_minima;05/2021;0;0;0
4;potencia_minima;05/2021;0;0;0
4;potencia_maxima;05/2021;6500;6800;6800
5;potencia_maxima;05/2021;99999;99999;99999
5;potencia_minima;05/2021;0;0;0
6;potencia_minima;05/2021;3707;3665;3300
6;potencia_maxima;05/2021;7000;7000;7000
7;potencia_minima;05/2021;1680;1680;1680
7;potencia_maxima;05/2021;7000;7000;7000
8;potencia_minima;05/2021;0;0;0
8;potencia_maxima;05/2021;99999;99999;99999
9;potencia_minima;05/2021;0;0;0
9;potencia_maxima;05/2021;99999;99999;99999
10;potencia_maxima;05/2021;4500;4500;4500
10;potencia_minima;05/2021;0;0;0
11;potencia_maxima;05/2021;5500;5500;5500
11;potencia_minima;05/2021;0;0;0
12;potencia_minima;05/2021;0;0;0
12;potencia_maxima;05/2021;4000;4000;4000
13;potencia_maxima;05/2021;4000;4000;4000
13;potencia_minima;05/2021;0;0;0
14;potencia_maxima;05/2021;2000;2000;2000
14;potencia_minima;05/2021;0;0;0
15;potencia_maxima;05/2021;2300;2150;2000
15;potencia_minima;05/2021;0;0;0
16;potencia_maxima;05/2021;8000;8000;8000
16;potencia_minima;05/2021;0;0;0
17;potencia_minima;05/2021;0;0;0
17;potencia_maxima;05/2021;2500;2500;2500
1;potencia_minima;06/2021;0;0;0
1;potencia_maxima;06/2021;9000;9900;10600
2;potencia_minima;06/2021;0;0;0
2;potencia_maxima;06/2021;8420;8420;8920
3;potencia_maxima;06/2021;10100;10100;10600
3;potencia_minima;06/2021;0;0;0
4;potencia_minima;06/2021;0;0;0
4;potencia_maxima;06/2021;6500;6800;6800
5;potencia_maxima;06/2021;99999;99999;99999
5;potencia_minima;06/2021;0;0;0
6;potencia_minima;06/2021;3832;3787;3396
6;potencia_maxima;06/2021;7000;7000;7000
7;potencia_minima;06/2021;1680;1680;1680
7;potencia_maxima;06/2021;7000;7000;7000
8;potencia_minima;06/2021;0;0;0
8;potencia_maxima;06/2021;99999;99999;99999
9;potencia_minima;06/2021;0;0;0
9;potencia_maxima;06/2021;99999;99999;99999
10;potencia_maxima;06/2021;4500;4500;4500
10;potencia_minima;06/2021;0;0;0
11;potencia_maxima;06/2021;5500;5500;5500
11;potencia_minima;06/2021;0;0;0
12;potencia_minima;06/2021;0;0;0
12;potencia_maxima;06/2021;4000;4000;4000
13;potencia_maxima;06/2021;4000;4000;4000
13;potencia_minima;06/2021;0;0;0
14;potencia_maxima;06/2021;3300;3300;3300
14;potencia_minima;06/2021;0;0;0
15;potencia_maxima;06/2021;3500;3500;3500
15;potencia_minima;06/2021;0;0;0
16;potencia_maxima;06/2021;6500;6000;6000
16;potencia_minima;06/2021;0;0;0
17;potencia_minima;06/2021;0;0;0
17;potencia_maxima;06/2021;2500;2500;2500
1;potencia_minima;07/2021;0;0;0
1;potencia_maxima;07/2021;11100;11500;12000
2;potencia_minima;07/2021;0;0;0
2;potencia_maxima;07/2021;8420;8420;8920
3;potencia_maxima;07/2021;10100;10100;10600
3;potencia_minima;07/2021;0;0;0
4;potencia_minima;07/2021;0;0;0
4;potencia_maxima;07/2021;6500;6800;6800
5;potencia_maxima;07/2021;99999;99999;99999
5;potencia_minima;07/2021;0;0;0
6;potencia_minima;07/2021;3832;3787;3396
6;potencia_maxima;07/2021;7000;7000;7000
7;potencia_minima;07/2021;1680;1680;1680
7;potencia_maxima;07/2021;7000;7000;7000
8;potencia_minima;07/2021;0;0;0
8;potencia_maxima;07/2021;99999;99999;99999
9;potencia_minima;07/2021;0;0;0
9;potencia_maxima;07/2021;99999;99999;99999
10;potencia_maxima;07/2021;4500;4500;4500
10;potencia_minima;07/2021;0;0;0
11;potencia_maxima;07/2021;5500;5500;5500
11;potencia_minima;07/2021;0;0;0
12;potencia_minima;07/2021;0;0;0
12;potencia_maxima;07/2021;4000;4000;4000
13;potencia_maxima;07/2021;4000;4000;4000
13;potencia_minima;07/2021;0;0;0
14;potencia_maxima;07/2021;3300;3300;3300
14;potencia_minima;07/2021;0;0;0
15;potencia_maxima;07/2021;3500;3500;3500
15;potencia_minima;07/2021;0;0;0
16;potencia_maxima;07/2021;6000;5000;5000
16;potencia_minima;07/2021;0;0;0
17;potencia_minima;07/2021;0;0;0
17;potencia_maxima;07/2021;2500;2500;2500
1;potencia_minima;08/2021;0;0;0
1;potencia_maxima;08/2021;11100;11500;12000
2;potencia_minima;08/2021;0;0;0
2;potencia_maxima;08/2021;8100;8100;8500
3;potencia_maxima;08/2021;10100;10100;10500
3;potencia_minima;08/2021;0;0;0
4;potencia_minima;08/2021;0;0;0
4;potencia_maxima;08/2021;6500;6800;6800
5;potencia_maxima;08/2021;99999;99999;99999
5;potencia_minima;08/2021;0;0;0
6;potencia_minima;08/2021;2654;2609;2114
6;potencia_maxima;08/2021;7000;7000;7000
7;potencia_minima;08/2021;2000;2000;2000
7;potencia_maxima;08/2021;7000;7000;7000
8;potencia_minima;08/2021;0;0;0
8;potencia_maxima;08/2021;99999;99999;99999
9;potencia_minima;08/2021;0;0;0
9;potencia_maxima;08/2021;99999;99999;99999
10;potencia_maxima;08/2021;4500;4500;4500
10;potencia_minima;08/2021;0;0;0
11;potencia_maxima;08/2021;5500;5500;5500
11;potencia_minima;08/2021;0;0;0
12;potencia_minima;08/2021;0;0;0
12;potencia_maxima;08/2021;4000;4000;4000
13;potencia_maxima;08/2021;4000;4000;4000
13;potencia_minima;08/2021;0;0;0
14;potencia_maxima;08/2021;3300;3300;3300
14;potencia_minima;08/2021;0;0;0
15;potencia_maxima;08/2021;3500;3500;3500
15;potencia_minima;08/2021;0;0;0
16;potencia_maxima;08/2021;5000;5000;5000
16;potencia_minima;08/2021;0;0;0
17;potencia_minima;08/2021;0;0;0
17;potencia_maxima;08/2021;2500;2500;2500
1;potencia_minima;09/2021;0;0;0
1;potencia_maxima;09/2021;11100;11100;12000
2;potencia_minima;09/2021;0;0;0
2;potencia_maxima;09/2021;8100;8100;8500
3;potencia_maxima;09/2021;10100;10100;10500
3;potencia_minima;09/2021;0;0;0
4;potencia_minima;09/2021;0;0;0
4;potencia_maxima;09/2021;6500;6800;6800
5;potencia_maxima;09/2021;99999;99999;99999
5;potencia_minima;09/2021;0;0;0
6;potencia_minima;09/2021;2500;2500;2503
6;potencia_maxima;09/2021;7000;7000;7000
7;potencia_minima;09/2021;2000;2000;2000
7;potencia_maxima;09/2021;7000;7000;7000
8;potencia_minima;09/2021;0;0;0
8;potencia_maxima;09/2021;99999;99999;99999
9;potencia_minima;09/2021;0;0;0
9;potencia_maxima;09/2021;99999;99999;99999
10;potencia_maxima;09/2021;4500;4500;4500
10;potencia_minima;09/2021;0;0;0
11;potencia_maxima;09/2021;5500;5500;5500
11;potencia_minima;09/2021;0;0;0
12;potencia_minima;09/2021;0;0;0
12;potencia_maxima;09/2021;4000;4000;4000
13;potencia_maxima;09/2021;4000;4000;4000
13;potencia_minima;09/2021;0;0;0
14;potencia_maxima;09/2021;3300;3300;3300
14;potencia_minima;09/2021;0;0;0
15;potencia_maxima;09/2021;4500;4500;4500
15;potencia_minima;09/2021;0;0;0
16;potencia_maxima;09/2021;5000;5000;5000
16;potencia_minima;09/2021;0;0;0
17;potencia_minima;09/2021;0;0;0
17;potencia_maxima;09/2021;2500;2500;2500
1;potencia_minima;10/2021;0;0;0
1;potencia_maxima;10/2021;10000;11100;11500
2;potencia_minima;10/2021;0;0;0
2;potencia_maxima;10/2021;8600;8100;8100
3;potencia_maxima;10/2021;10600;10100;10100
3;potencia_minima;10/2021;0;0;0
4;potencia_minima;10/2021;0;0;0
4;potencia_maxima;10/2021;6500;6500;6800
5;potencia_maxima;10/2021;99999;99999;99999
5;potencia_minima;10/2021;0;0;0
6;potencia_minima;10/2021;2581;2530;2500
6;potencia_maxima;10/2021;7000;7000;7000
7;potencia_minima;10/2021;2000;2000;2000
7;potencia_maxima;10/2021;7000;7000;7000
8;potencia_minima;10/2021;0;0;0
8;potencia_maxima;10/2021;99999;99999;99999
9;potencia_minima;10/2021;0;0;0
9;potencia_maxima;10/2021;99999;99999;99999
10;potencia_maxima;10/2021;4500;4500;4500
10;potencia_minima;10/2021;0;0;0
11;potencia_maxima;10/2021;5500;5500;5500
11;potencia_minima;10/2021;0;0;0
12;potencia_minima;10/2021;0;0;0
12;potencia_maxima;10/2021;4000;4000;4000
13;potencia_maxima;10/2021;4000;4000;4000
13;potencia_minima;10/2021;0;0;0
14;potencia_maxima;10/2021;3300;3300;3300
14;potencia_minima;10/2021;0;0;0
15;potencia_maxima;10/2021;4500;4500;4500
15;potencia_minima;10/2021;0;0;0
16;potencia_maxima;10/2021;5000;5000;5000
16;potencia_minima;10/2021;0;0;0
17;potencia_minima;10/2021;0;0;0
17;potencia_maxima;10/2021;2500;2500;2500
1;potencia_minima;11/2021;0;0;0
1;potencia_maxima;11/2021;10000;11100;11500
2;potencia_minima;11/2021;0;0;0
2;potencia_maxima;11/2021;9000;8500;8500
3;potencia_maxima;11/2021;11000;10500;10500
3;potencia_minima;11/2021;0;0;0
4;potencia_minima;11/2021;0;0;0
4;potencia_maxima;11/2021;6500;6500;6800
5;potencia_maxima;11/2021;99999;99999;99999
5;potencia_minima;11/2021;0;0;0
6;potencia_minima;11/2021;2937;2585;2500
6;potencia_maxima;11/2021;7000;7000;7000
7;potencia_minima;11/2021;2000;2000;2000
7;potencia_maxima;11/2021;7000;7000;7000
8;potencia_minima;11/2021;0;0;0
8;potencia_maxima;11/2021;99999;99999;99999
9;potencia_minima;11/2021;0;0;0
9;potencia_maxima;11/2021;99999;99999;99999
10;potencia_maxima;11/2021;5000;5000;5000
10;potencia_minima;11/2021;0;0;0
11;potencia_maxima;11/2021;5500;5500;5500
11;potencia_minima;11/2021;0;0;0
12;potencia_minima;11/2021;0;0;0
12;potencia_maxima;11/2021;4000;4000;4000
13;potencia_maxima;11/2021;4000;4000;4000
13;potencia_minima;11/2021;0;0;0
14;potencia_maxima;11/2021;3300;3300;3300
14;potencia_minima;11/2021;0;0;0
15;potencia_maxima;11/2021;4800;4800;4800
15;potencia_minima;11/2021;0;0;0
16;potencia_maxima;11/2021;8000;8000;8000
16;potencia_minima;11/2021;0;0;0
17;potencia_minima;11/2021;0;0;0
17;potencia_maxima;11/2021;2500;2500;2500
1;potencia_minima;12/2021;0;0;0
1;potencia_maxima;12/2021;9000;9000;9900
2;potencia_minima;12/2021;0;0;0
2;potencia_maxima;12/2021;6500;6500;6500
3;potencia_maxima;12/2021;10500;10500;10500
3;potencia_minima;12/2021;0;0;0
4;potencia_minima;12/2021;0;0;0
4;potencia_maxima;12/2021;6500;6500;6800
5;potencia_maxima;12/2021;99999;99999;99999
5;potencia_minima;12/2021;0;0;0
6;potencia_minima;12/2021;2937;2585;2500
6;potencia_maxima;12/2021;7000;7000;7000
7;potencia_minima;12/2021;2000;2000;2000
7;potencia_maxima;12/2021;7000;7000;7000
8;potencia_minima;12/2021;0;0;0
8;potencia_maxima;12/2021;99999;99999;99999
9;potencia_minima;12/2021;0;0;0
9;potencia_maxima;12/2021;99999;99999;99999
10;potencia_maxima;12/2021;4500;4500;4500
10;potencia_minima;12/2021;0;0;0
11;potencia_maxima;12/2021;5500;5500;5500
11;potencia_minima;12/2021;0;0;0
12;potencia_minima;12/2021;0;0;0
12;potencia_maxima;12/2021;4000;4000;4000
13;potencia_maxima;12/2021;4000;4000;4000
13;potencia_minima;12/2021;0;0;0
14;potencia_maxima;12/2021;3300;3300;3300
14;potencia_minima;12/2021;0;0;0
15;potencia_maxima;12/2021;4500;4500;4500
15;potencia_minima;12/2021;0;0;0
16;potencia_maxima;12/2021;5000;5000;5000
16;potencia_minima;12/2021;0;0;0
17;potencia_minima;12/2021;0;0;0
17;potencia_maxima;12/2021;2500;2500;2500
1;potencia_minima;01/2022;0;0;0
1;potencia_maxima;01/2022;6000;7400;8100
2;potencia_minima;01/2022;0;0;0
2;potencia_maxima;01/2022;6500;6500;6500
3;potencia_maxima;01/2022;10500;10500;10500
3;potencia_minima;01/2022;0;0;0
4;potencia_minima;01/2022;0;0;0
4;potencia_maxima;01/2022;6500;6500;6800
5;potencia_maxima;01/2022;99999;99999;99999
5;potencia_minima;01/2022;0;0;0
6;potencia_minima;01/2022;2592;2541;2500
6;potencia_maxima;01/2022;7000;7000;7000
7;potencia_minima;01/2022;2000;2000;2000
7;potencia_maxima;01/2022;7000;7000;7000
8;potencia_minima;01/2022;0;0;0
8;potencia_maxima;01/2022;99999;99999;99999
9;potencia_minima;01/2022;0;0;0
9;potencia_maxima;01/2022;99999;99999;99999
10;potencia_maxima;01/2022;5000;5000;5000
10;potencia_minima;01/2022;0;0;0
11;potencia_maxima;01/2022;5500;5500;5500
11;potencia_minima;01/2022;0;0;0
12;potencia_minima;01/2022;0;0;0
12;potencia_maxima;01/2022;4000;4000;4000
13;potencia_maxima;01/2022;4000;4000;4000
13;potencia_minima;01/2022;0;0;0
14;potencia_maxima;01/2022;3300;3300;3300
14;potencia_minima;01/2022;0;0;0
15;potencia_maxima;01/2022;3800;3800;3200
15;potencia_minima;01/2022;0;0;0
16;potencia_maxima;01/2022;8000;8000;8000
16;potencia_minima;01/2022;0;0;0
17;potencia_minima;01/2022;0;0;0
17;potencia_maxima;01/2022;2500;2500;2500
1;potencia_minima;02/2022;0;0;0
1;potencia_maxima;02/2022;6000;7400;8100
2;potencia_minima;02/2022;0;0;0
2;potencia_maxima;02/2022;6500;6500;6500
3;potencia_maxima;02/2022;10500;10500;10500
3;potencia_minima;02/2022;0;0;0
4;potencia_minima;02/2022;0;0;0
4;potencia_maxima;02/2022;6500;6500;8200
5;potencia_maxima;02/2022;99999;99999;99999
5;potencia_minima;02/2022;0;0;0
6;potencia_minima;02/2022;3079;3016;2500
6;potencia_maxima;02/2022;7000;7000;7000
7;potencia_minima;02/2022;2000;2000;2000
7;potencia_maxima;02/2022;7000;7000;7000
8;potencia_minima;02/2022;0;0;0
8;potencia_maxima;02/2022;99999;99999;99999
9;potencia_minima;02/2022;0;0;0
9;potencia_maxima;02/2022;99999;99999;99999
10;potencia_maxima;02/2022;5000;5000;5000
10;potencia_minima;02/2022;0;0;0
11;potencia_maxima;02/2022;5500;5500;5500
11;potencia_minima;02/2022;0;0;0
12;potencia_minima;02/2022;0;0;0
12;potencia_maxima;02/2022;4000;4000;4000
13;potencia_maxima;02/2022;99999;99999;99999
13;potencia_minima;02/2022;0;0;0
14;potencia_maxima;02/2022;3300;3300;3300
14;potencia_minima;02/2022;0;0;0
15;potencia_maxima;02/2022;3800;3800;3200
15;potencia_minima;02/2022;0;0;0
16;potencia_maxima;02/2022;8000;8000;8000
16;potencia_minima;02/2022;0;0;0
17;potencia_minima;02/2022;0;0;0
17;potencia_maxima;02/2022;2500;2500;2500
1;potencia_minima;03/2022;0;0;0
1;potencia_maxima;03/2022;7000;8000;8900
2;potencia_minima;03/2022;0;0;0
2;potencia_maxima;03/2022;6500;6500;6500
3;potencia_maxima;03/2022;10500;10500;10500
3;potencia_minima;03/2022;0;0;0
4;potencia_minima;03/2022;0;0;0
4;potencia_maxima;03/2022;6500;6500;6800
5;potencia_maxima;03/2022;99999;99999;99999
5;potencia_minima;03/2022;0;0;0
6;potencia_minima;03/2022;3000;3000;2500
6;potencia_maxima;03/2022;7000;7000;7000
7;potencia_minima;03/2022;2000;2000;2000
7;potencia_maxima;03/2022;7000;7000;7000
8;potencia_minima;03/2022;0;0;0
8;potencia_maxima;03/2022;99999;99999;99999
9;potencia_minima;03/2022;0;0;0
9;potencia_maxima;03/2022;99999;99999;99999
10;potencia_maxima;03/2022;6000;6000;6000
10;potencia_minima;03/2022;0;0;0
11;potencia_maxima;03/2022;5500;5500;5500
11;potencia_minima;03/2022;0;0;0
12;potencia_minima;03/2022;0;0;0
12;potencia_maxima;03/2022;4000;4000;4000
13;potencia_maxima;03/2022;99999;99999;99999
13;potencia_minima;03/2022;0;0;0
14;potencia_maxima;03/2022;3300;3300;3300
14;potencia_minima;03/2022;0;0;0
15;potencia_maxima;03/2022;3800;3800;3200
15;potencia_minima;03/2022;0;0;0
16;potencia_maxima;03/2022;8000;8000;8000
16;potencia_minima;03/2022;0;0;0
17;potencia_minima;03/2022;0;0;0
17;potencia_maxima;03/2022;2500;2500;2500
1;potencia_minima;04/2022;0;0;0
1;potencia_maxima;04/2022;7000;8000;9900
2;potencia_minima;04/2022;0;0;0
2;potencia_maxima;04/2022;6500;6500;6500
3;potencia_maxima;04/2022;10500;10500;10500
3;potencia_minima;04/2022;0;0;0
4;potencia_minima;04/2022;0;0;0
4;potencia_maxima;04/2022;6500;6500;8200
5;potencia_maxima;04/2022;99999;99999;99999
5;potencia_minima;04/2022;0;0;0
6;potencia_minima;04/2022;2563;2512;2500
6;potencia_maxima;04/2022;7000;7000;7000
7;potencia_minima;04/2022;2000;2000;2000
7;potencia_maxima;04/2022;7000;7000;7000
8;potencia_minima;04/2022;0;0;0
8;potencia_maxima;04/2022;99999;99999;99999
9;potencia_minima;04/2022;0;0;0
9;potencia_maxima;04/2022;99999;99999;99999
10;potencia_maxima;04/2022;6000;6000;6000
10;potencia_minima;04/2022;0;0;0
11;potencia_maxima;04/2022;5500;5500;5500
11;potencia_minima;04/2022;0;0;0
12;potencia_minima;04/2022;0;0;0
12;potencia_maxima;04/2022;4000;4000;4000
13;potencia_maxima;04/2022;99999;99999;99999
13;potencia_minima;04/2022;0;0;0
14;potencia_maxima;04/2022;3300;3300;3300
14;potencia_minima;04/2022;0;0;0
15;potencia_maxima;04/2022;3800;3800;3200
15;potencia_minima;04/2022;0;0;0
16;potencia_maxima;04/2022;8000;8000;8000
16;potencia_minima;04/2022;0;0;0
17;potencia_minima;04/2022;0;0;0
17;potencia_maxima;04/2022;2500;2500;2500
1;potencia_maxima;05/2022;99999;99999;99999
1;potencia_minima;05/2022;0;0;0
2;potencia_maxima;05/2022;99999;99999;99999
2;potencia_minima;05/2022;0;0;0
3;potencia_minima;05/2022;0;0;0
3;potencia_maxima;05/2022;10053.518400000001;10053.518400000001;10353.045599999999
4;potencia_minima;05/2022;0;0;0
4;potencia_maxima;05/2022;3343.009200000000;4323.146900000000;5333.401800000000
5;potencia_maxima;05/2022;99999;99999;99999
5;potencia_minima;05/2022;0;0;0
6;potencia_maxima;05/2022;99999;99999;99999
6;potencia_minima;05/2022;0;0;0
7;potencia_minima;05/2022;0;0;0
7;potencia_maxima;05/2022;99999;99999;99999
8;potencia_minima;05/2022;0;0;0
8;potencia_maxima;05/2022;99999;99999;99999
9;potencia_minima;05/2022;0;0;0
9;potencia_maxima;05/2022;99999;99999;99999
10;potencia_maxima;05/2022;6000;6000;6000
10;potencia_minima;05/2022;0;0;0
11;potencia_minima;05/2022;0;0;0
11;potencia_maxima;05/2022;5500;5500;5500
12;potencia_maxima;05/2022;4000;4000;4000
12;potencia_minima;05/2022;0;0;0
13;potencia_maxima;05/2022;3193.329000000000;2893.363500000000;2593.111500000000
13;potencia_minima;05/2022;0;0;0
14;potencia_minima;05/2022;0;0;0
14;potencia_maxima;05/2022;3300;3300;3300
15;potencia_maxima;05/2022;5200;5200;5200
15;potencia_minima;05/2022;0;0;0
16;potencia_minima;05/2022;0;0;0
16;potencia_maxima;05/2022;8000;8000;8000
17;potencia_maxima;05/2022;2500;2500;2500
17;potencia_minima;05/2022;0;0;0
1;potencia_maxima;06/2022;99999;99999;99999
1;potencia_minima;06/2022;0;0;0
2;potencia_maxima;06/2022;99999;99999;99999
2;potencia_minima;06/2022;0;0;0
3;potencia_minima;06/2022;0;0;0
3;potencia_maxima;06/2022;10052.467400000000;10052.467400000000;10353.042900000000
4;potencia_minima;06/2022;0;0;0
4;potencia_maxima;06/2022;4342.982900000000;5322.891000000000;6232.690100000000
5;potencia_maxima;06/2022;99999;99999;99999
5;potencia_minima;06/2022;0;0;0
6;potencia_maxima;06/2022;99999;99999;99999
6;potencia_minima;06/2022;0;0;0
7;potencia_minima;06/2022;0;0;0
7;potencia_maxima;06/2022;99999;99999;99999
8;potencia_minima;06/2022;0;0;0
8;potencia_maxima;06/2022;99999;99999;99999
9;potencia_minima;06/2022;0;0;0
9;potencia_maxima;06/2022;99999;99999;99999
10;potencia_maxima;06/2022;6000;6000;6000
10;potencia_minima;06/2022;0;0;0
11;potencia_minima;06/2022;0;0;0
11;potencia_maxima;06/2022;5500;5500;5500
12;potencia_maxima;06/2022;4000;4000;4000
12;potencia_minima;06/2022;0;0;0
13;potencia_maxima;06/2022;3093.317700000000;3093.317700000000;2793.182200000000
13;potencia_minima;06/2022;0;0;0
14;potencia_minima;06/2022;0;0;0
14;potencia_maxima;06/2022;4700;4700;4700
15;potencia_maxima;06/2022;6300;6300;6300
15;potencia_minima;06/2022;0;0;0
16;potencia_minima;06/2022;0;0;0
16;potencia_maxima;06/2022;6499.903800000000;6499.903800000000;7499.889000000000
17;potencia_maxima;06/2022;2500;2500;2500
17;potencia_minima;06/2022;0;0;0
1;potencia_maxima;07/2022;99999;99999;99999
1;potencia_minima;07/2022;0;0;0
2;potencia_maxima;07/2022;99999;99999;99999
2;potencia_minima;07/2022;0;0;0
3;potencia_minima;07/2022;0;0;0
3;potencia_maxima;07/2022;10499.054800000000;10499.054800000000;11199.496999999999
4;potencia_minima;07/2022;0;0;0
4;potencia_maxima;07/2022;5889.758600000000;5969.845200000001;7779.938100000000
5;potencia_maxima;07/2022;99999;99999;99999
5;potencia_minima;07/2022;0;0;0
6;potencia_maxima;07/2022;99999;99999;99999
6;potencia_minima;07/2022;0;0;0
7;potencia_minima;07/2022;0;0;0
7;potencia_maxima;07/2022;99999;99999;99999
8;potencia_minima;07/2022;0;0;0
8;potencia_maxima;07/2022;99999;99999;99999
9;potencia_minima;07/2022;0;0;0
9;potencia_maxima;07/2022;99999;99999;99999
10;potencia_maxima;07/2022;6000;6000;6000
10;potencia_minima;07/2022;0;0;0
11;potencia_minima;07/2022;0;0;0
11;potencia_maxima;07/2022;5500;5500;5500
12;potencia_maxima;07/2022;4000;4000;4000
12;potencia_minima;07/2022;0;0;0
13;potencia_maxima;07/2022;3693;3693;3693
13;potencia_minima;07/2022;0;0;0
14;potencia_minima;07/2022;0;0;0
14;potencia_maxima;07/2022;4700;4700;4700
15;potencia_maxima;07/2022;6900;6900;6900
15;potencia_minima;07/2022;0;0;0
16;potencia_minima;07/2022;0;0;0
16;potencia_maxima;07/2022;4000;4000;4000
17;potencia_maxima;07/2022;2500;2500;2500
17;potencia_minima;07/2022;0;0;0
1;potencia_maxima;08/2022;99999;99999;99999
1;potencia_minima;08/2022;0;0;0
2;potencia_maxima;08/2022;99999;99999;99999
2;potencia_minima;08/2022;0;0;0
