idIntercambio;AttMatriz;Iteradores;1;2;3
3;potencia_minima;08/2022;0;0;0
3;potencia_maxima;08/2022;11400.174799999999;11400.174799999999;12299.599200000001
4;potencia_minima;08/2022;0;0;0
4;potencia_maxima;08/2022;6999.889800000000;6999.889800000000;8180.304599999999
5;potencia_maxima;08/2022;99999;99999;99999
5;potencia_minima;08/2022;0;0;0
6;potencia_maxima;08/2022;99999;99999;99999
6;potencia_minima;08/2022;0;0;0
7;potencia_minima;08/2022;0;0;0
7;potencia_maxima;08/2022;99999;99999;99999
8;potencia_minima;08/2022;0;0;0
8;potencia_maxima;08/2022;99999;99999;99999
9;potencia_minima;08/2022;0;0;0
9;potencia_maxima;08/2022;99999;99999;99999
10;potencia_maxima;08/2022;6000;6000;6000
10;potencia_minima;08/2022;0;0;0
11;potencia_minima;08/2022;0;0;0
11;potencia_maxima;08/2022;5500;5500;5500
12;potencia_maxima;08/2022;4000;4000;4000
12;potencia_minima;08/2022;0;0;0
13;potencia_maxima;08/2022;3693;3693;3693
13;potencia_minima;08/2022;0;0;0
14;potencia_minima;08/2022;0;0;0
14;potencia_maxima;08/2022;4700;4700;4700
15;potencia_maxima;08/2022;6900;6900;6900
15;potencia_minima;08/2022;0;0;0
16;potencia_minima;08/2022;0;0;0
16;potencia_maxima;08/2022;3000;3000;3000
17;potencia_maxima;08/2022;2500;2500;2500
17;potencia_minima;08/2022;0;0;0
1;potencia_maxima;09/2022;99999;99999;99999
1;potencia_minima;09/2022;0;0;0
2;potencia_maxima;09/2022;99999;99999;99999
2;potencia_minima;09/2022;0;0;0
3;potencia_minima;09/2022;0;0;0
3;potencia_maxima;09/2022;11399.472000000000;11399.472000000000;12300.115499999998
4;potencia_minima;09/2022;0;0;0
4;potencia_maxima;09/2022;6999.978999999999;6999.978999999999;8179.385000000000
5;potencia_maxima;09/2022;99999;99999;99999
5;potencia_minima;09/2022;0;0;0
6;potencia_maxima;09/2022;99999;99999;99999
6;potencia_minima;09/2022;0;0;0
7;potencia_minima;09/2022;0;0;0
7;potencia_maxima;09/2022;99999;99999;99999
8;potencia_minima;09/2022;0;0;0
8;potencia_maxima;09/2022;99999;99999;99999
9;potencia_minima;09/2022;0;0;0
9;potencia_maxima;09/2022;99999;99999;99999
10;potencia_maxima;09/2022;6000;6000;6000
10;potencia_minima;09/2022;0;0;0
11;potencia_minima;09/2022;0;0;0
11;potencia_maxima;09/2022;5500;5500;5500
12;potencia_maxima;09/2022;4000;4000;4000
12;potencia_minima;09/2022;0;0;0
13;potencia_maxima;09/2022;3693;3693;3693
13;potencia_minima;09/2022;0;0;0
14;potencia_minima;09/2022;0;0;0
14;potencia_maxima;09/2022;4700;4700;4700
15;potencia_maxima;09/2022;6900;6900;6900
15;potencia_minima;09/2022;0;0;0
16;potencia_minima;09/2022;0;0;0
16;potencia_maxima;09/2022;3000;3000;3000
17;potencia_maxima;09/2022;2500;2500;2500
17;potencia_minima;09/2022;0;0;0
1;potencia_maxima;10/2022;99999;99999;99999
1;potencia_minima;10/2022;0;0;0
2;potencia_maxima;10/2022;99999;99999;99999
2;potencia_minima;10/2022;0;0;0
3;potencia_minima;10/2022;0;0;0
3;potencia_maxima;10/2022;11399.832000000000;11399.832000000000;12300.005999999999
4;potencia_minima;10/2022;0;0;0
4;potencia_maxima;10/2022;7000.123500000000;7000.123500000000;8599.481700000000
5;potencia_maxima;10/2022;99999;99999;99999
5;potencia_minima;10/2022;0;0;0
6;potencia_maxima;10/2022;99999;99999;99999
6;potencia_minima;10/2022;0;0;0
7;potencia_minima;10/2022;0;0;0
7;potencia_maxima;10/2022;99999;99999;99999
8;potencia_minima;10/2022;0;0;0
8;potencia_maxima;10/2022;99999;99999;99999
9;potencia_minima;10/2022;0;0;0
9;potencia_maxima;10/2022;99999;99999;99999
10;potencia_maxima;10/2022;6000;6000;6000
10;potencia_minima;10/2022;0;0;0
11;potencia_minima;10/2022;0;0;0
11;potencia_maxima;10/2022;5500;5500;5500
12;potencia_maxima;10/2022;4000;4000;4000
12;potencia_minima;10/2022;0;0;0
13;potencia_maxima;10/2022;3693;3693;3693
13;potencia_minima;10/2022;0;0;0
14;potencia_minima;10/2022;0;0;0
14;potencia_maxima;10/2022;4700;4700;4700
15;potencia_maxima;10/2022;6900;6900;6900
15;potencia_minima;10/2022;0;0;0
16;potencia_minima;10/2022;0;0;0
16;potencia_maxima;10/2022;3000;3000;3000
17;potencia_maxima;10/2022;2500;2500;2500
17;potencia_minima;10/2022;0;0;0
1;potencia_maxima;11/2022;99999;99999;99999
1;potencia_minima;11/2022;0;0;0
2;potencia_maxima;11/2022;99999;99999;99999
2;potencia_minima;11/2022;0;0;0
3;potencia_minima;11/2022;0;0;0
3;potencia_maxima;11/2022;11399.699999999999;11399.699999999999;12300.300000000001
4;potencia_minima;11/2022;0;0;0
4;potencia_maxima;11/2022;6999.720000000000;6999.720000000000;8600.280000000001
5;potencia_maxima;11/2022;99999;99999;99999
5;potencia_minima;11/2022;0;0;0
6;potencia_maxima;11/2022;99999;99999;99999
6;potencia_minima;11/2022;0;0;0
7;potencia_minima;11/2022;0;0;0
7;potencia_maxima;11/2022;99999;99999;99999
8;potencia_minima;11/2022;0;0;0
8;potencia_maxima;11/2022;99999;99999;99999
9;potencia_minima;11/2022;0;0;0
9;potencia_maxima;11/2022;99999;99999;99999
10;potencia_maxima;11/2022;6400;6400;6400
10;potencia_minima;11/2022;0;0;0
11;potencia_minima;11/2022;0;0;0
11;potencia_maxima;11/2022;7800;7800;7800
12;potencia_maxima;11/2022;5000;5000;5000
12;potencia_minima;11/2022;0;0;0
13;potencia_maxima;11/2022;4623;4623;4623
13;potencia_minima;11/2022;0;0;0
14;potencia_minima;11/2022;0;0;0
14;potencia_maxima;11/2022;4700;4700;4700
15;potencia_maxima;11/2022;6900;6900;6900
15;potencia_minima;11/2022;0;0;0
16;potencia_minima;11/2022;0;0;0
16;potencia_maxima;11/2022;6999.726799999999;6499.935200000000;6499.935200000000
17;potencia_maxima;11/2022;4200;4200;4200
17;potencia_minima;11/2022;0;0;0
1;potencia_maxima;12/2022;99999;99999;99999
1;potencia_minima;12/2022;0;0;0
2;potencia_maxima;12/2022;99999;99999;99999
2;potencia_minima;12/2022;0;0;0
3;potencia_minima;12/2022;0;0;0
3;potencia_maxima;12/2022;11400.351600000000;11400.351600000000;12300.690700000001
4;potencia_minima;12/2022;0;0;0
4;potencia_maxima;12/2022;7000.272400000000;7000.272400000000;8600.068400000000
5;potencia_maxima;12/2022;99999;99999;99999
5;potencia_minima;12/2022;0;0;0
6;potencia_maxima;12/2022;99999;99999;99999
6;potencia_minima;12/2022;0;0;0
7;potencia_minima;12/2022;0;0;0
7;potencia_maxima;12/2022;99999;99999;99999
8;potencia_minima;12/2022;0;0;0
8;potencia_maxima;12/2022;99999;99999;99999
9;potencia_minima;12/2022;0;0;0
9;potencia_maxima;12/2022;99999;99999;99999
10;potencia_maxima;12/2022;6400;6400;6400
10;potencia_minima;12/2022;0;0;0
11;potencia_minima;12/2022;0;0;0
11;potencia_maxima;12/2022;7800;7800;7800
12;potencia_maxima;12/2022;5000;5000;5000
12;potencia_minima;12/2022;0;0;0
13;potencia_maxima;12/2022;4623;4623;4623
13;potencia_minima;12/2022;0;0;0
14;potencia_minima;12/2022;0;0;0
14;potencia_maxima;12/2022;4700;4700;4700
15;potencia_maxima;12/2022;6900;6900;6900
15;potencia_minima;12/2022;0;0;0
16;potencia_minima;12/2022;0;0;0
16;potencia_maxima;12/2022;7999.661800000000;7499.921000000000;7499.921000000000
17;potencia_maxima;12/2022;4200;4200;4200
17;potencia_minima;12/2022;0;0;0
1;potencia_maxima;01/2023;99999;99999;99999
1;potencia_minima;01/2023;0;0;0
2;potencia_maxima;01/2023;99999;99999;99999
2;potencia_minima;01/2023;0;0;0
3;potencia_minima;01/2023;0;0;0
3;potencia_maxima;01/2023;11400.351600000000;11400.351600000000;12300.690700000001
4;potencia_minima;01/2023;0;0;0
4;potencia_maxima;01/2023;7000.272400000000;7000.272400000000;8600.068400000000
5;potencia_maxima;01/2023;99999;99999;99999
5;potencia_minima;01/2023;0;0;0
6;potencia_maxima;01/2023;99999;99999;99999
6;potencia_minima;01/2023;0;0;0
7;potencia_minima;01/2023;0;0;0
7;potencia_maxima;01/2023;99999;99999;99999
8;potencia_minima;01/2023;0;0;0
8;potencia_maxima;01/2023;99999;99999;99999
9;potencia_minima;01/2023;0;0;0
9;potencia_maxima;01/2023;99999;99999;99999
10;potencia_maxima;01/2023;6400;6400;6400
10;potencia_minima;01/2023;0;0;0
11;potencia_minima;01/2023;0;0;0
11;potencia_maxima;01/2023;7800;7800;7800
12;potencia_maxima;01/2023;5000;5000;5000
12;potencia_minima;01/2023;0;0;0
13;potencia_maxima;01/2023;4623;4623;4623
13;potencia_minima;01/2023;0;0;0
14;potencia_minima;01/2023;0;0;0
14;potencia_maxima;01/2023;4700;4700;4700
15;potencia_maxima;01/2023;6900;6900;6900
15;potencia_minima;01/2023;0;0;0
16;potencia_minima;01/2023;0;0;0
16;potencia_maxima;01/2023;8000;8000;8000
17;potencia_maxima;01/2023;4200;4200;4200
17;potencia_minima;01/2023;0;0;0
1;potencia_maxima;02/2023;99999;99999;99999
1;potencia_minima;02/2023;0;0;0
2;potencia_maxima;02/2023;99999;99999;99999
2;potencia_minima;02/2023;0;0;0
3;potencia_minima;02/2023;0;0;0
3;potencia_maxima;02/2023;11400.812500000000;11400.812500000000;12299.848000000000
4;potencia_minima;02/2023;0;0;0
4;potencia_maxima;02/2023;6999.315000000000;6999.315000000000;8599.381000000001
5;potencia_maxima;02/2023;99999;99999;99999
5;potencia_minima;02/2023;0;0;0
6;potencia_maxima;02/2023;99999;99999;99999
6;potencia_minima;02/2023;0;0;0
7;potencia_minima;02/2023;0;0;0
7;potencia_maxima;02/2023;99999;99999;99999
8;potencia_minima;02/2023;0;0;0
8;potencia_maxima;02/2023;99999;99999;99999
9;potencia_minima;02/2023;0;0;0
9;potencia_maxima;02/2023;99999;99999;99999
10;potencia_maxima;02/2023;6400;6400;6400
10;potencia_minima;02/2023;0;0;0
11;potencia_minima;02/2023;0;0;0
11;potencia_maxima;02/2023;7800;7800;7800
12;potencia_maxima;02/2023;5000;5000;5000
12;potencia_minima;02/2023;0;0;0
13;potencia_maxima;02/2023;4623;4623;4623
13;potencia_minima;02/2023;0;0;0
14;potencia_minima;02/2023;0;0;0
14;potencia_maxima;02/2023;4700;4700;4700
15;potencia_maxima;02/2023;6900;6900;6900
15;potencia_minima;02/2023;0;0;0
16;potencia_minima;02/2023;0;0;0
16;potencia_maxima;02/2023;8000;8000;8000
17;potencia_maxima;02/2023;4200;4200;4200
17;potencia_minima;02/2023;0;0;0
1;potencia_maxima;03/2023;99999;99999;99999
1;potencia_minima;03/2023;0;0;0
2;potencia_maxima;03/2023;99999;99999;99999
2;potencia_minima;03/2023;0;0;0
3;potencia_minima;03/2023;0;0;0
3;potencia_maxima;03/2023;11400.076800000001;11400.076800000001;12299.274399999998
4;potencia_minima;03/2023;0;0;0
4;potencia_maxima;03/2023;7000.056000000000;7000.056000000000;8599.914000000001
5;potencia_maxima;03/2023;99999;99999;99999
5;potencia_minima;03/2023;0;0;0
6;potencia_maxima;03/2023;99999;99999;99999
6;potencia_minima;03/2023;0;0;0
7;potencia_minima;03/2023;0;0;0
7;potencia_maxima;03/2023;99999;99999;99999
8;potencia_minima;03/2023;0;0;0
8;potencia_maxima;03/2023;99999;99999;99999
9;potencia_minima;03/2023;0;0;0
9;potencia_maxima;03/2023;99999;99999;99999
10;potencia_maxima;03/2023;6400;6400;6400
10;potencia_minima;03/2023;0;0;0
11;potencia_minima;03/2023;0;0;0
11;potencia_maxima;03/2023;7800;7800;7800
12;potencia_maxima;03/2023;5000;5000;5000
12;potencia_minima;03/2023;0;0;0
13;potencia_maxima;03/2023;4623;4623;4623
13;potencia_minima;03/2023;0;0;0
14;potencia_minima;03/2023;0;0;0
14;potencia_maxima;03/2023;4700;4700;4700
15;potencia_maxima;03/2023;6900;6900;6900
15;potencia_minima;03/2023;0;0;0
16;potencia_minima;03/2023;0;0;0
16;potencia_maxima;03/2023;8000;8000;8000
17;potencia_maxima;03/2023;4200;4200;4200
17;potencia_minima;03/2023;0;0;0
1;potencia_maxima;04/2023;99999;99999;99999
1;potencia_minima;04/2023;0;0;0
2;potencia_maxima;04/2023;99999;99999;99999
2;potencia_minima;04/2023;0;0;0
3;potencia_minima;04/2023;0;0;0
3;potencia_maxima;04/2023;11400.048000000001;11400.048000000001;12300.552000000001
4;potencia_minima;04/2023;0;0;0
4;potencia_maxima;04/2023;6999.378900000000;6999.378900000000;8599.820299999999
5;potencia_maxima;04/2023;99999;99999;99999
5;potencia_minima;04/2023;0;0;0
6;potencia_maxima;04/2023;99999;99999;99999
6;potencia_minima;04/2023;0;0;0
7;potencia_minima;04/2023;0;0;0
7;potencia_maxima;04/2023;99999;99999;99999
8;potencia_minima;04/2023;0;0;0
8;potencia_maxima;04/2023;99999;99999;99999
9;potencia_minima;04/2023;0;0;0
9;potencia_maxima;04/2023;99999;99999;99999
10;potencia_maxima;04/2023;6400;6400;6400
10;potencia_minima;04/2023;0;0;0
11;potencia_minima;04/2023;0;0;0
11;potencia_maxima;04/2023;7800;7800;7800
12;potencia_maxima;04/2023;5000;5000;5000
12;potencia_minima;04/2023;0;0;0
13;potencia_maxima;04/2023;4623;4623;4623
13;potencia_minima;04/2023;0;0;0
14;potencia_minima;04/2023;0;0;0
14;potencia_maxima;04/2023;4700;4700;4700
15;potencia_maxima;04/2023;6900;6900;6900
15;potencia_minima;04/2023;0;0;0
16;potencia_minima;04/2023;0;0;0
16;potencia_maxima;04/2023;8000;8000;8000
17;potencia_maxima;04/2023;4200;4200;4200
17;potencia_minima;04/2023;0;0;0
1;potencia_maxima;05/2023;99999;99999;99999
1;potencia_minima;05/2023;0;0;0
2;potencia_maxima;05/2023;99999;99999;99999
2;potencia_minima;05/2023;0;0;0
3;potencia_minima;05/2023;0;0;0
3;potencia_maxima;05/2023;11400.303200000000;11400.303200000000;12299.768000000000
4;potencia_minima;05/2023;0;0;0
4;potencia_maxima;05/2023;6999.454200000000;6999.454200000000;8599.395600000000
5;potencia_maxima;05/2023;99999;99999;99999
5;potencia_minima;05/2023;0;0;0
6;potencia_maxima;05/2023;99999;99999;99999
6;potencia_minima;05/2023;0;0;0
7;potencia_minima;05/2023;0;0;0
7;potencia_maxima;05/2023;99999;99999;99999
8;potencia_minima;05/2023;0;0;0
8;potencia_maxima;05/2023;99999;99999;99999
9;potencia_minima;05/2023;0;0;0
9;potencia_maxima;05/2023;99999;99999;99999
10;potencia_maxima;05/2023;6400;6400;6400
10;potencia_minima;05/2023;0;0;0
11;potencia_minima;05/2023;0;0;0
11;potencia_maxima;05/2023;7800;7800;7800
12;potencia_maxima;05/2023;5000;5000;5000
12;potencia_minima;05/2023;0;0;0
13;potencia_maxima;05/2023;4993;4993;4993
13;potencia_minima;05/2023;0;0;0
14;potencia_minima;05/2023;0;0;0
14;potencia_maxima;05/2023;4700;4700;4700
15;potencia_maxima;05/2023;6900;6900;6900
15;potencia_minima;05/2023;0;0;0
16;potencia_minima;05/2023;0;0;0
16;potencia_maxima;05/2023;8000;8000;8000
17;potencia_maxima;05/2023;4200;4200;4200
17;potencia_minima;05/2023;0;0;0
1;potencia_maxima;06/2023;99999;99999;99999
1;potencia_minima;06/2023;0;0;0
2;potencia_maxima;06/2023;99999;99999;99999
2;potencia_minima;06/2023;0;0;0
3;potencia_minima;06/2023;0;0;0
3;potencia_maxima;06/2023;11400.408600000001;11400.408600000001;12300.254400000002
4;potencia_minima;06/2023;0;0;0
4;potencia_maxima;06/2023;6999.889300000001;6999.889300000001;8600.151000000000
5;potencia_maxima;06/2023;99999;99999;99999
5;potencia_minima;06/2023;0;0;0
6;potencia_maxima;06/2023;99999;99999;99999
6;potencia_minima;06/2023;0;0;0
7;potencia_minima;06/2023;0;0;0
7;potencia_maxima;06/2023;99999;99999;99999
8;potencia_minima;06/2023;0;0;0
8;potencia_maxima;06/2023;99999;99999;99999
9;potencia_minima;06/2023;0;0;0
9;potencia_maxima;06/2023;99999;99999;99999
10;potencia_maxima;06/2023;6400;6400;6400
10;potencia_minima;06/2023;0;0;0
11;potencia_minima;06/2023;0;0;0
11;potencia_maxima;06/2023;7800;7800;7800
12;potencia_maxima;06/2023;5000;5000;5000
12;potencia_minima;06/2023;0;0;0
13;potencia_maxima;06/2023;4993;4993;4993
13;potencia_minima;06/2023;0;0;0
14;potencia_minima;06/2023;0;0;0
14;potencia_maxima;06/2023;4700;4700;4700
15;potencia_maxima;06/2023;6900;6900;6900
15;potencia_minima;06/2023;0;0;0
16;potencia_minima;06/2023;0;0;0
16;potencia_maxima;06/2023;8000;8000;8000
17;potencia_maxima;06/2023;4200;4200;4200
17;potencia_minima;06/2023;0;0;0
1;potencia_maxima;07/2023;99999;99999;99999
1;potencia_minima;07/2023;0;0;0
2;potencia_maxima;07/2023;99999;99999;99999
2;potencia_minima;07/2023;0;0;0
3;potencia_minima;07/2023;0;0;0
3;potencia_maxima;07/2023;11400.389999999999;11400.389999999999;12299.892000000000
4;potencia_minima;07/2023;0;0;0
4;potencia_maxima;07/2023;7000.060200000000;7000.060200000000;8599.609200000001
5;potencia_maxima;07/2023;99999;99999;99999
5;potencia_minima;07/2023;0;0;0
6;potencia_maxima;07/2023;99999;99999;99999
6;potencia_minima;07/2023;0;0;0
7;potencia_minima;07/2023;0;0;0
7;potencia_maxima;07/2023;99999;99999;99999
8;potencia_minima;07/2023;0;0;0
8;potencia_maxima;07/2023;99999;99999;99999
9;potencia_minima;07/2023;0;0;0
9;potencia_maxima;07/2023;99999;99999;99999
10;potencia_maxima;07/2023;6400;6400;6400
10;potencia_minima;07/2023;0;0;0
11;potencia_minima;07/2023;0;0;0
11;potencia_maxima;07/2023;7800;7800;7800
12;potencia_maxima;07/2023;5000;5000;5000
12;potencia_minima;07/2023;0;0;0
13;potencia_maxima;07/2023;4993;4993;4993
13;potencia_minima;07/2023;0;0;0
14;potencia_minima;07/2023;0;0;0
14;potencia_maxima;07/2023;4700;4700;4700
15;potencia_maxima;07/2023;6900;6900;6900
15;potencia_minima;07/2023;0;0;0
16;potencia_minima;07/2023;0;0;0
16;potencia_maxima;07/2023;6999.782400000001;6499.607400000000;6499.607400000000
17;potencia_maxima;07/2023;4200;4200;4200
17;potencia_minima;07/2023;0;0;0
1;potencia_maxima;08/2023;99999;99999;99999
1;potencia_minima;08/2023;0;0;0
2;potencia_maxima;08/2023;99999;99999;99999
2;potencia_minima;08/2023;0;0;0
3;potencia_minima;08/2023;0;0;0
3;potencia_maxima;08/2023;11400.174799999999;11400.174799999999;12299.599200000001
4;potencia_minima;08/2023;0;0;0
4;potencia_maxima;08/2023;6999.438000000000;6999.438000000000;8599.727000000001
5;potencia_maxima;08/2023;99999;99999;99999
5;potencia_minima;08/2023;0;0;0
6;potencia_maxima;08/2023;99999;99999;99999
6;potencia_minima;08/2023;0;0;0
7;potencia_minima;08/2023;0;0;0
7;potencia_maxima;08/2023;99999;99999;99999
8;potencia_minima;08/2023;0;0;0
8;potencia_maxima;08/2023;99999;99999;99999
9;potencia_minima;08/2023;0;0;0
9;potencia_maxima;08/2023;99999;99999;99999
10;potencia_maxima;08/2023;6400;6400;6400
10;potencia_minima;08/2023;0;0;0
11;potencia_minima;08/2023;0;0;0
11;potencia_maxima;08/2023;7800;7800;7800
12;potencia_maxima;08/2023;5000;5000;5000
12;potencia_minima;08/2023;0;0;0
13;potencia_maxima;08/2023;4993;4993;4993
13;potencia_minima;08/2023;0;0;0
14;potencia_minima;08/2023;0;0;0
14;potencia_maxima;08/2023;4700;4700;4700
15;potencia_maxima;08/2023;6900;6900;6900
15;potencia_minima;08/2023;0;0;0
16;potencia_minima;08/2023;0;0;0
16;potencia_maxima;08/2023;6000.435799999999;5500.636400000000;5500.636400000000
17;potencia_maxima;08/2023;4200;4200;4200
17;potencia_minima;08/2023;0;0;0
1;potencia_maxima;09/2023;99999;99999;99999
1;potencia_minima;09/2023;0;0;0
2;potencia_maxima;09/2023;99999;99999;99999
2;potencia_minima;09/2023;0;0;0
3;potencia_minima;09/2023;0;0;0
3;potencia_maxima;09/2023;11399.699999999999;11399.699999999999;12300.300000000001
4;potencia_minima;09/2023;0;0;0
4;potencia_maxima;09/2023;6999.720000000000;6999.720000000000;8600.280000000001
5;potencia_maxima;09/2023;99999;99999;99999
5;potencia_minima;09/2023;0;0;0
6;potencia_maxima;09/2023;99999;99999;99999
6;potencia_minima;09/2023;0;0;0
7;potencia_minima;09/2023;0;0;0
7;potencia_maxima;09/2023;99999;99999;99999
8;potencia_minima;09/2023;0;0;0
8;potencia_maxima;09/2023;99999;99999;99999
9;potencia_minima;09/2023;0;0;0
9;potencia_maxima;09/2023;99999;99999;99999
10;potencia_maxima;09/2023;6400;6400;6400
10;potencia_minima;09/2023;0;0;0
11;potencia_minima;09/2023;0;0;0
11;potencia_maxima;09/2023;7800;7800;7800
12;potencia_maxima;09/2023;5000;5000;5000
12;potencia_minima;09/2023;0;0;0
13;potencia_maxima;09/2023;4993;4993;4993
13;potencia_minima;09/2023;0;0;0
14;potencia_minima;09/2023;0;0;0
14;potencia_maxima;09/2023;4700;4700;4700
15;potencia_maxima;09/2023;6900;6900;6900
15;potencia_minima;09/2023;0;0;0
16;potencia_minima;09/2023;0;0;0
16;potencia_maxima;09/2023;5999.896000000001;5500.280600000000;5500.280600000000
17;potencia_maxima;09/2023;4200;4200;4200
17;potencia_minima;09/2023;0;0;0
1;potencia_maxima;10/2023;99999;99999;99999
1;potencia_minima;10/2023;0;0;0
2;potencia_maxima;10/2023;99999;99999;99999
2;potencia_minima;10/2023;0;0;0
3;potencia_minima;10/2023;0;0;0
3;potencia_maxima;10/2023;11399.628000000001;11399.628000000001;12299.848000000000
4;potencia_minima;10/2023;0;0;0
4;potencia_maxima;10/2023;6999.434400000000;6999.434400000000;8599.705800000000
5;potencia_maxima;10/2023;99999;99999;99999
5;potencia_minima;10/2023;0;0;0
6;potencia_maxima;10/2023;99999;99999;99999
6;potencia_minima;10/2023;0;0;0
7;potencia_minima;10/2023;0;0;0
7;potencia_maxima;10/2023;99999;99999;99999
8;potencia_minima;10/2023;0;0;0
8;potencia_maxima;10/2023;99999;99999;99999
9;potencia_minima;10/2023;0;0;0
9;potencia_maxima;10/2023;99999;99999;99999
10;potencia_maxima;10/2023;6900.004200000000;6499.917700000000;6499.917700000000
10;potencia_minima;10/2023;0;0;0
11;potencia_minima;10/2023;0;0;0
11;potencia_maxima;10/2023;7800;7800;7800
12;potencia_maxima;10/2023;5000;5000;5000
12;potencia_minima;10/2023;0;0;0
13;potencia_maxima;10/2023;4993;4993;4993
13;potencia_minima;10/2023;0;0;0
14;potencia_minima;10/2023;0;0;0
14;potencia_maxima;10/2023;4700;4700;4700
15;potencia_maxima;10/2023;7200;7200;7200
