idIntercambio;AttMatriz;Iteradores;1;2;3
15;potencia_minima;10/2023;0;0;0
16;potencia_minima;10/2023;0;0;0
16;potencia_maxima;10/2023;5999.767600000000;5499.974999999999;5499.974999999999
17;potencia_maxima;10/2023;4200;4200;4200
17;potencia_minima;10/2023;0;0;0
1;potencia_maxima;11/2023;99999;99999;99999
1;potencia_minima;11/2023;0;0;0
2;potencia_maxima;11/2023;99999;99999;99999
2;potencia_minima;11/2023;0;0;0
3;potencia_minima;11/2023;0;0;0
3;potencia_maxima;11/2023;11399.699999999999;11399.699999999999;12300.300000000001
4;potencia_minima;11/2023;0;0;0
4;potencia_maxima;11/2023;6999.720000000000;6999.720000000000;8600.280000000001
5;potencia_maxima;11/2023;99999;99999;99999
5;potencia_minima;11/2023;0;0;0
6;potencia_maxima;11/2023;99999;99999;99999
6;potencia_minima;11/2023;0;0;0
7;potencia_minima;11/2023;0;0;0
7;potencia_maxima;11/2023;99999;99999;99999
8;potencia_minima;11/2023;0;0;0
8;potencia_maxima;11/2023;99999;99999;99999
9;potencia_minima;11/2023;0;0;0
9;potencia_maxima;11/2023;99999;99999;99999
10;potencia_maxima;11/2023;6900.000800000000;6500.048500000000;6500.048500000000
10;potencia_minima;11/2023;0;0;0
11;potencia_minima;11/2023;0;0;0
11;potencia_maxima;11/2023;7800;7800;7800
12;potencia_maxima;11/2023;5000;5000;5000
12;potencia_minima;11/2023;0;0;0
13;potencia_maxima;11/2023;4623;4623;4623
13;potencia_minima;11/2023;0;0;0
14;potencia_minima;11/2023;0;0;0
14;potencia_maxima;11/2023;4700;4700;4700
15;potencia_maxima;11/2023;7200;7200;7200
15;potencia_minima;11/2023;0;0;0
16;potencia_minima;11/2023;0;0;0
16;potencia_maxima;11/2023;6999.726799999999;6499.935200000000;6499.935200000000
17;potencia_maxima;11/2023;4200;4200;4200
17;potencia_minima;11/2023;0;0;0
1;potencia_maxima;12/2023;99999;99999;99999
1;potencia_minima;12/2023;0;0;0
2;potencia_maxima;12/2023;99999;99999;99999
2;potencia_minima;12/2023;0;0;0
3;potencia_minima;12/2023;0;0;0
3;potencia_maxima;12/2023;11399.832000000000;11399.832000000000;12300.005999999999
4;potencia_minima;12/2023;0;0;0
4;potencia_maxima;12/2023;7000.123500000000;7000.123500000000;8599.481700000000
5;potencia_maxima;12/2023;99999;99999;99999
5;potencia_minima;12/2023;0;0;0
6;potencia_maxima;12/2023;99999;99999;99999
6;potencia_minima;12/2023;0;0;0
7;potencia_minima;12/2023;0;0;0
7;potencia_maxima;12/2023;99999;99999;99999
8;potencia_minima;12/2023;0;0;0
8;potencia_maxima;12/2023;99999;99999;99999
9;potencia_minima;12/2023;0;0;0
9;potencia_maxima;12/2023;99999;99999;99999
10;potencia_maxima;12/2023;6900.152200000000;6499.723400000000;6499.723400000000
10;potencia_minima;12/2023;0;0;0
11;potencia_minima;12/2023;0;0;0
11;potencia_maxima;12/2023;7800;7800;7800
12;potencia_maxima;12/2023;5000;5000;5000
12;potencia_minima;12/2023;0;0;0
13;potencia_maxima;12/2023;4623;4623;4623
13;potencia_minima;12/2023;0;0;0
14;potencia_minima;12/2023;0;0;0
14;potencia_maxima;12/2023;4700;4700;4700
15;potencia_maxima;12/2023;7200;7200;7200
15;potencia_minima;12/2023;0;0;0
16;potencia_minima;12/2023;0;0;0
16;potencia_maxima;12/2023;8000.572800000001;7500.727200000000;7500.727200000000
17;potencia_maxima;12/2023;4200;4200;4200
17;potencia_minima;12/2023;0;0;0
1;potencia_maxima;01/2024;99999;99999;99999
1;potencia_minima;01/2024;0;0;0
2;potencia_maxima;01/2024;99999;99999;99999
2;potencia_minima;01/2024;0;0;0
3;potencia_minima;01/2024;0;0;0
3;potencia_maxima;01/2024;11400.351600000000;11400.351600000000;12300.690700000001
4;potencia_minima;01/2024;0;0;0
4;potencia_maxima;01/2024;7000.272400000000;7000.272400000000;8600.068400000000
5;potencia_maxima;01/2024;99999;99999;99999
5;potencia_minima;01/2024;0;0;0
6;potencia_maxima;01/2024;99999;99999;99999
6;potencia_minima;01/2024;0;0;0
7;potencia_minima;01/2024;0;0;0
7;potencia_maxima;01/2024;99999;99999;99999
8;potencia_minima;01/2024;0;0;0
8;potencia_maxima;01/2024;99999;99999;99999
9;potencia_minima;01/2024;0;0;0
9;potencia_maxima;01/2024;99999;99999;99999
10;potencia_maxima;01/2024;6900.348500000000;6500.032000000000;6500.032000000000
10;potencia_minima;01/2024;0;0;0
11;potencia_minima;01/2024;0;0;0
11;potencia_maxima;01/2024;7800;7800;7800
12;potencia_maxima;01/2024;5000;5000;5000
12;potencia_minima;01/2024;0;0;0
13;potencia_maxima;01/2024;4623;4623;4623
13;potencia_minima;01/2024;0;0;0
14;potencia_minima;01/2024;0;0;0
14;potencia_maxima;01/2024;4700;4700;4700
15;potencia_maxima;01/2024;7200;7200;7200
15;potencia_minima;01/2024;0;0;0
16;potencia_minima;01/2024;0;0;0
16;potencia_maxima;01/2024;8000;8000;8000
17;potencia_maxima;01/2024;4200;4200;4200
17;potencia_minima;01/2024;0;0;0
1;potencia_maxima;02/2024;99999;99999;99999
1;potencia_minima;02/2024;0;0;0
2;potencia_maxima;02/2024;99999;99999;99999
2;potencia_minima;02/2024;0;0;0
3;potencia_minima;02/2024;0;0;0
3;potencia_maxima;02/2024;11400.735999999999;11400.735999999999;12300.575999999999
4;potencia_minima;02/2024;0;0;0
4;potencia_maxima;02/2024;7000.687199999999;7000.687199999999;8600.666400000000
5;potencia_maxima;02/2024;99999;99999;99999
5;potencia_minima;02/2024;0;0;0
6;potencia_maxima;02/2024;99999;99999;99999
6;potencia_minima;02/2024;0;0;0
7;potencia_minima;02/2024;0;0;0
7;potencia_maxima;02/2024;99999;99999;99999
8;potencia_minima;02/2024;0;0;0
8;potencia_maxima;02/2024;99999;99999;99999
9;potencia_minima;02/2024;0;0;0
9;potencia_maxima;02/2024;99999;99999;99999
10;potencia_maxima;02/2024;6899.846399999999;6499.712000000000;6499.712000000000
10;potencia_minima;02/2024;0;0;0
11;potencia_minima;02/2024;0;0;0
11;potencia_maxima;02/2024;7800;7800;7800
12;potencia_maxima;02/2024;5000;5000;5000
12;potencia_minima;02/2024;0;0;0
13;potencia_maxima;02/2024;4623;4623;4623
13;potencia_minima;02/2024;0;0;0
14;potencia_minima;02/2024;0;0;0
14;potencia_maxima;02/2024;4700;4700;4700
15;potencia_maxima;02/2024;7200;7200;7200
15;potencia_minima;02/2024;0;0;0
16;potencia_minima;02/2024;0;0;0
16;potencia_maxima;02/2024;8000;8000;8000
17;potencia_maxima;02/2024;4200;4200;4200
17;potencia_minima;02/2024;0;0;0
1;potencia_maxima;03/2024;99999;99999;99999
1;potencia_minima;03/2024;0;0;0
2;potencia_maxima;03/2024;99999;99999;99999
2;potencia_minima;03/2024;0;0;0
3;potencia_minima;03/2024;0;0;0
3;potencia_maxima;03/2024;11399.832000000000;11399.832000000000;12300.005999999999
4;potencia_minima;03/2024;0;0;0
4;potencia_maxima;03/2024;7000.123500000000;7000.123500000000;8599.481700000000
5;potencia_maxima;03/2024;99999;99999;99999
5;potencia_minima;03/2024;0;0;0
6;potencia_maxima;03/2024;99999;99999;99999
6;potencia_minima;03/2024;0;0;0
7;potencia_minima;03/2024;0;0;0
7;potencia_maxima;03/2024;99999;99999;99999
8;potencia_minima;03/2024;0;0;0
8;potencia_maxima;03/2024;99999;99999;99999
9;potencia_minima;03/2024;0;0;0
9;potencia_maxima;03/2024;99999;99999;99999
10;potencia_maxima;03/2024;6900.152200000000;6499.723400000000;6499.723400000000
10;potencia_minima;03/2024;0;0;0
11;potencia_minima;03/2024;0;0;0
11;potencia_maxima;03/2024;7800;7800;7800
12;potencia_maxima;03/2024;5000;5000;5000
12;potencia_minima;03/2024;0;0;0
13;potencia_maxima;03/2024;4623;4623;4623
13;potencia_minima;03/2024;0;0;0
14;potencia_minima;03/2024;0;0;0
14;potencia_maxima;03/2024;4700;4700;4700
15;potencia_maxima;03/2024;7200;7200;7200
15;potencia_minima;03/2024;0;0;0
16;potencia_minima;03/2024;0;0;0
16;potencia_maxima;03/2024;8000;8000;8000
17;potencia_maxima;03/2024;4200;4200;4200
17;potencia_minima;03/2024;0;0;0
1;potencia_maxima;04/2024;99999;99999;99999
1;potencia_minima;04/2024;0;0;0
2;potencia_maxima;04/2024;99999;99999;99999
2;potencia_minima;04/2024;0;0;0
3;potencia_minima;04/2024;0;0;0
3;potencia_maxima;04/2024;11400.389999999999;11400.389999999999;12299.892000000000
4;potencia_minima;04/2024;0;0;0
4;potencia_maxima;04/2024;7000.189200000000;7000.189200000000;8600.719400000000
5;potencia_maxima;04/2024;99999;99999;99999
5;potencia_minima;04/2024;0;0;0
6;potencia_maxima;04/2024;99999;99999;99999
6;potencia_minima;04/2024;0;0;0
7;potencia_minima;04/2024;0;0;0
7;potencia_maxima;04/2024;99999;99999;99999
8;potencia_minima;04/2024;0;0;0
8;potencia_maxima;04/2024;99999;99999;99999
9;potencia_minima;04/2024;0;0;0
9;potencia_maxima;04/2024;99999;99999;99999
10;potencia_maxima;04/2024;6899.461800000000;6499.493000000000;6499.493000000000
10;potencia_minima;04/2024;0;0;0
11;potencia_minima;04/2024;0;0;0
11;potencia_maxima;04/2024;7800;7800;7800
12;potencia_maxima;04/2024;5000;5000;5000
12;potencia_minima;04/2024;0;0;0
13;potencia_maxima;04/2024;4623;4623;4623
13;potencia_minima;04/2024;0;0;0
14;potencia_minima;04/2024;0;0;0
14;potencia_maxima;04/2024;4700;4700;4700
15;potencia_maxima;04/2024;7200;7200;7200
15;potencia_minima;04/2024;0;0;0
16;potencia_minima;04/2024;0;0;0
16;potencia_maxima;04/2024;8000;8000;8000
17;potencia_maxima;04/2024;4200;4200;4200
17;potencia_minima;04/2024;0;0;0
1;potencia_maxima;05/2024;99999;99999;99999
1;potencia_minima;05/2024;0;0;0
2;potencia_maxima;05/2024;99999;99999;99999
2;potencia_minima;05/2024;0;0;0
3;potencia_minima;05/2024;0;0;0
3;potencia_maxima;05/2024;11400.389999999999;11400.389999999999;12299.892000000000
4;potencia_minima;05/2024;0;0;0
4;potencia_maxima;05/2024;7000.060200000000;7000.060200000000;8599.609200000001
5;potencia_maxima;05/2024;99999;99999;99999
5;potencia_minima;05/2024;0;0;0
6;potencia_maxima;05/2024;99999;99999;99999
6;potencia_minima;05/2024;0;0;0
7;potencia_minima;05/2024;0;0;0
7;potencia_maxima;05/2024;99999;99999;99999
8;potencia_minima;05/2024;0;0;0
8;potencia_maxima;05/2024;99999;99999;99999
9;potencia_minima;05/2024;0;0;0
9;potencia_maxima;05/2024;99999;99999;99999
10;potencia_maxima;05/2024;6899.736500000000;6499.646000000000;6499.646000000000
10;potencia_minima;05/2024;0;0;0
11;potencia_minima;05/2024;0;0;0
11;potencia_maxima;05/2024;7800;7800;7800
12;potencia_maxima;05/2024;5000;5000;5000
12;potencia_minima;05/2024;0;0;0
13;potencia_maxima;05/2024;4993;4993;4993
13;potencia_minima;05/2024;0;0;0
14;potencia_minima;05/2024;0;0;0
14;potencia_maxima;05/2024;4700;4700;4700
15;potencia_maxima;05/2024;7200;7200;7200
15;potencia_minima;05/2024;0;0;0
16;potencia_minima;05/2024;0;0;0
16;potencia_maxima;05/2024;8000;8000;8000
17;potencia_maxima;05/2024;4200;4200;4200
17;potencia_minima;05/2024;0;0;0
1;potencia_maxima;06/2024;99999;99999;99999
1;potencia_minima;06/2024;0;0;0
2;potencia_maxima;06/2024;99999;99999;99999
2;potencia_minima;06/2024;0;0;0
3;potencia_minima;06/2024;0;0;0
3;potencia_maxima;06/2024;11400.482500000000;11400.482500000000;12300.365000000000
4;potencia_minima;06/2024;0;0;0
4;potencia_maxima;06/2024;7000.565600000000;7000.565600000000;8600.628400000000
5;potencia_maxima;06/2024;99999;99999;99999
5;potencia_minima;06/2024;0;0;0
6;potencia_maxima;06/2024;99999;99999;99999
6;potencia_minima;06/2024;0;0;0
7;potencia_minima;06/2024;0;0;0
7;potencia_maxima;06/2024;99999;99999;99999
8;potencia_minima;06/2024;0;0;0
8;potencia_maxima;06/2024;99999;99999;99999
9;potencia_minima;06/2024;0;0;0
9;potencia_maxima;06/2024;99999;99999;99999
10;potencia_maxima;06/2024;6899.646600000000;6499.676700000000;6499.676700000000
10;potencia_minima;06/2024;0;0;0
11;potencia_minima;06/2024;0;0;0
11;potencia_maxima;06/2024;7800;7800;7800
12;potencia_maxima;06/2024;5000;5000;5000
12;potencia_minima;06/2024;0;0;0
13;potencia_maxima;06/2024;4993;4993;4993
13;potencia_minima;06/2024;0;0;0
14;potencia_minima;06/2024;0;0;0
14;potencia_maxima;06/2024;4700;4700;4700
15;potencia_maxima;06/2024;7200;7200;7200
15;potencia_minima;06/2024;0;0;0
16;potencia_minima;06/2024;0;0;0
16;potencia_maxima;06/2024;8000;8000;8000
17;potencia_maxima;06/2024;4200;4200;4200
17;potencia_minima;06/2024;0;0;0
1;potencia_maxima;07/2024;99999;99999;99999
1;potencia_minima;07/2024;0;0;0
2;potencia_maxima;07/2024;99999;99999;99999
2;potencia_minima;07/2024;0;0;0
3;potencia_minima;07/2024;0;0;0
3;potencia_maxima;07/2024;11400.174799999999;11400.174799999999;12299.599200000001
4;potencia_minima;07/2024;0;0;0
4;potencia_maxima;07/2024;6999.438000000000;6999.438000000000;8599.727000000001
5;potencia_maxima;07/2024;99999;99999;99999
5;potencia_minima;07/2024;0;0;0
6;potencia_maxima;07/2024;99999;99999;99999
6;potencia_minima;07/2024;0;0;0
7;potencia_minima;07/2024;0;0;0
7;potencia_maxima;07/2024;99999;99999;99999
8;potencia_minima;07/2024;0;0;0
8;potencia_maxima;07/2024;99999;99999;99999
9;potencia_minima;07/2024;0;0;0
9;potencia_maxima;07/2024;99999;99999;99999
10;potencia_maxima;07/2024;6899.996400000000;6699.486000000000;6699.486000000000
10;potencia_minima;07/2024;0;0;0
11;potencia_minima;07/2024;0;0;0
11;potencia_maxima;07/2024;7800;7800;7800
12;potencia_maxima;07/2024;5000;5000;5000
12;potencia_minima;07/2024;0;0;0
13;potencia_maxima;07/2024;4993;4993;4993
13;potencia_minima;07/2024;0;0;0
14;potencia_minima;07/2024;0;0;0
14;potencia_maxima;07/2024;6000;6000;6000
15;potencia_maxima;07/2024;8299.772100000000;7599.935700000000;7899.523200000001
15;potencia_minima;07/2024;0;0;0
16;potencia_minima;07/2024;0;0;0
16;potencia_maxima;07/2024;7000.241999999999;6500.797800000000;6500.797800000000
17;potencia_maxima;07/2024;4200;4200;4200
17;potencia_minima;07/2024;0;0;0
1;potencia_maxima;08/2024;99999;99999;99999
1;potencia_minima;08/2024;0;0;0
2;potencia_maxima;08/2024;99999;99999;99999
2;potencia_minima;08/2024;0;0;0
3;potencia_minima;08/2024;0;0;0
3;potencia_maxima;08/2024;11400.303200000000;11400.303200000000;12299.768000000000
4;potencia_minima;08/2024;0;0;0
4;potencia_maxima;08/2024;6999.454200000000;6999.454200000000;8599.395600000000
5;potencia_maxima;08/2024;99999;99999;99999
5;potencia_minima;08/2024;0;0;0
6;potencia_maxima;08/2024;99999;99999;99999
6;potencia_minima;08/2024;0;0;0
7;potencia_minima;08/2024;0;0;0
7;potencia_maxima;08/2024;99999;99999;99999
8;potencia_minima;08/2024;0;0;0
8;potencia_maxima;08/2024;99999;99999;99999
9;potencia_minima;08/2024;0;0;0
9;potencia_maxima;08/2024;99999;99999;99999
10;potencia_maxima;08/2024;6900.326099999999;6699.904500000001;6699.904500000001
10;potencia_minima;08/2024;0;0;0
11;potencia_minima;08/2024;0;0;0
11;potencia_maxima;08/2024;7800;7800;7800
12;potencia_maxima;08/2024;5000;5000;5000
12;potencia_minima;08/2024;0;0;0
13;potencia_maxima;08/2024;4993;4993;4993
13;potencia_minima;08/2024;0;0;0
14;potencia_minima;08/2024;0;0;0
14;potencia_maxima;08/2024;6000;6000;6000
15;potencia_maxima;08/2024;8299.925100000000;7599.816000000000;7899.976800000000
15;potencia_minima;08/2024;0;0;0
16;potencia_minima;08/2024;0;0;0
16;potencia_maxima;08/2024;5999.453600000000;5499.877600000000;5499.877600000000
17;potencia_maxima;08/2024;4200;4200;4200
17;potencia_minima;08/2024;0;0;0
1;potencia_maxima;09/2024;99999;99999;99999
1;potencia_minima;09/2024;0;0;0
2;potencia_maxima;09/2024;99999;99999;99999
2;potencia_minima;09/2024;0;0;0
3;potencia_minima;09/2024;0;0;0
3;potencia_maxima;09/2024;11399.472000000000;11399.472000000000;12300.115499999998
4;potencia_minima;09/2024;0;0;0
4;potencia_maxima;09/2024;6999.586499999999;6999.586499999999;8600.047200000001
5;potencia_maxima;09/2024;99999;99999;99999
5;potencia_minima;09/2024;0;0;0
6;potencia_maxima;09/2024;99999;99999;99999
6;potencia_minima;09/2024;0;0;0
7;potencia_minima;09/2024;0;0;0
7;potencia_maxima;09/2024;99999;99999;99999
8;potencia_minima;09/2024;0;0;0
8;potencia_maxima;09/2024;99999;99999;99999
9;potencia_minima;09/2024;0;0;0
9;potencia_maxima;09/2024;99999;99999;99999
10;potencia_maxima;09/2024;6899.918000000000;6699.881200000000;6699.881200000000
10;potencia_minima;09/2024;0;0;0
11;potencia_minima;09/2024;0;0;0
11;potencia_maxima;09/2024;7800;7800;7800
12;potencia_maxima;09/2024;5000;5000;5000
12;potencia_minima;09/2024;0;0;0
13;potencia_maxima;09/2024;4993;4993;4993
13;potencia_minima;09/2024;0;0;0
14;potencia_minima;09/2024;0;0;0
14;potencia_maxima;09/2024;6000;6000;6000
15;potencia_maxima;09/2024;8299.550900000000;7600.038900000000;7899.716200000000
15;potencia_minima;09/2024;0;0;0
16;potencia_minima;09/2024;0;0;0
16;potencia_maxima;09/2024;6000.004200000000;5500.333200000000;5500.333200000000
17;potencia_maxima;09/2024;4200;4200;4200
17;potencia_minima;09/2024;0;0;0
1;potencia_maxima;10/2024;99999;99999;99999
1;potencia_minima;10/2024;0;0;0
2;potencia_maxima;10/2024;99999;99999;99999
2;potencia_minima;10/2024;0;0;0
3;potencia_minima;10/2024;0;0;0
3;potencia_maxima;10/2024;11400.076800000001;11400.076800000001;12299.274399999998
4;potencia_minima;10/2024;0;0;0
4;potencia_maxima;10/2024;7000.056000000000;7000.056000000000;8599.914000000001
5;potencia_maxima;10/2024;99999;99999;99999
5;potencia_minima;10/2024;0;0;0
6;potencia_maxima;10/2024;99999;99999;99999
6;potencia_minima;10/2024;0;0;0
7;potencia_minima;10/2024;0;0;0
7;potencia_maxima;10/2024;99999;99999;99999
8;potencia_minima;10/2024;0;0;0
8;potencia_maxima;10/2024;99999;99999;99999
9;potencia_minima;10/2024;0;0;0
9;potencia_maxima;10/2024;99999;99999;99999
10;potencia_maxima;10/2024;6899.944800000000;6700.465800000000;6700.465800000000
10;potencia_minima;10/2024;0;0;0
11;potencia_minima;10/2024;0;0;0
11;potencia_maxima;10/2024;7800;7800;7800
12;potencia_maxima;10/2024;5000;5000;5000
12;potencia_minima;10/2024;0;0;0
13;potencia_maxima;10/2024;4993;4993;4993
13;potencia_minima;10/2024;0;0;0
14;potencia_minima;10/2024;0;0;0
14;potencia_maxima;10/2024;6000;6000;6000
15;potencia_maxima;10/2024;8300.247000000001;7600.207000000000;7900.110500000000
15;potencia_minima;10/2024;0;0;0
16;potencia_minima;10/2024;0;0;0
16;potencia_maxima;10/2024;6000.520500000000;5500.618500000000;5500.618500000000
17;potencia_maxima;10/2024;4200;4200;4200
17;potencia_minima;10/2024;0;0;0
1;potencia_maxima;11/2024;99999;99999;99999
1;potencia_minima;11/2024;0;0;0
2;potencia_maxima;11/2024;99999;99999;99999
2;potencia_minima;11/2024;0;0;0
3;potencia_minima;11/2024;0;0;0
3;potencia_maxima;11/2024;11399.699999999999;11399.699999999999;12300.300000000001
4;potencia_minima;11/2024;0;0;0
4;potencia_maxima;11/2024;6999.720000000000;6999.720000000000;8600.280000000001
5;potencia_maxima;11/2024;99999;99999;99999
5;potencia_minima;11/2024;0;0;0
6;potencia_maxima;11/2024;99999;99999;99999
6;potencia_minima;11/2024;0;0;0
7;potencia_minima;11/2024;0;0;0
7;potencia_maxima;11/2024;99999;99999;99999
8;potencia_minima;11/2024;0;0;0
8;potencia_maxima;11/2024;99999;99999;99999
9;potencia_minima;11/2024;0;0;0
9;potencia_maxima;11/2024;99999;99999;99999
10;potencia_maxima;11/2024;6899.786399999999;6699.489600000000;6699.489600000000
10;potencia_minima;11/2024;0;0;0
11;potencia_minima;11/2024;0;0;0
11;potencia_maxima;11/2024;7800;7800;7800
12;potencia_maxima;11/2024;5000;5000;5000
12;potencia_minima;11/2024;0;0;0
13;potencia_maxima;11/2024;4623;4623;4623
13;potencia_minima;11/2024;0;0;0
14;potencia_minima;11/2024;0;0;0
14;potencia_maxima;11/2024;6000;6000;6000
15;potencia_maxima;11/2024;8300.509400000001;7600.828400000000;7900.465800000000
15;potencia_minima;11/2024;0;0;0
16;potencia_minima;11/2024;0;0;0
16;potencia_maxima;11/2024;6999.726799999999;6499.935200000000;6499.935200000000
17;potencia_maxima;11/2024;4200;4200;4200
17;potencia_minima;11/2024;0;0;0
1;potencia_maxima;12/2024;99999;99999;99999
1;potencia_minima;12/2024;0;0;0
2;potencia_maxima;12/2024;99999;99999;99999
2;potencia_minima;12/2024;0;0;0
3;potencia_minima;12/2024;0;0;0
3;potencia_maxima;12/2024;11399.628000000001;11399.628000000001;12299.848000000000
4;potencia_minima;12/2024;0;0;0
4;potencia_maxima;12/2024;6999.434400000000;6999.434400000000;8599.705800000000
5;potencia_maxima;12/2024;99999;99999;99999
5;potencia_minima;12/2024;0;0;0
6;potencia_maxima;12/2024;99999;99999;99999
6;potencia_minima;12/2024;0;0;0
7;potencia_minima;12/2024;0;0;0
7;potencia_maxima;12/2024;99999;99999;99999
8;potencia_minima;12/2024;0;0;0
8;potencia_maxima;12/2024;99999;99999;99999
9;potencia_minima;12/2024;0;0;0
9;potencia_maxima;12/2024;99999;99999;99999
10;potencia_maxima;12/2024;6900.134999999999;6699.808500000000;6699.808500000000
10;potencia_minima;12/2024;0;0;0
11;potencia_minima;12/2024;0;0;0
11;potencia_maxima;12/2024;7800;7800;7800
12;potencia_maxima;12/2024;5000;5000;5000
12;potencia_minima;12/2024;0;0;0
13;potencia_maxima;12/2024;4623;4623;4623
13;potencia_minima;12/2024;0;0;0
14;potencia_minima;12/2024;0;0;0
14;potencia_maxima;12/2024;6000;6000;6000
15;potencia_maxima;12/2024;8299.718800000001;7599.247200000001;7899.675200000000
15;potencia_minima;12/2024;0;0;0
16;potencia_minima;12/2024;0;0;0
16;potencia_maxima;12/2024;7999.740400000000;7500.327600000000;7500.327600000000
17;potencia_maxima;12/2024;4200;4200;4200
17;potencia_minima;12/2024;0;0;0
