AttMatriz;Iteradores;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;;
percentual_duracao_horizonte_estudo;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;4;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;6;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;7;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;8;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;9;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;10;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;11;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;12;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;13;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;14;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;15;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;16;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;17;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;18;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;19;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;20;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;21;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;22;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;23;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;24;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;25;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;26;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;27;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
percentual_duracao_horizonte_estudo;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
percentual_duracao_horizonte_estudo;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;;;
percentual_duracao_horizonte_estudo;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
percentual_duracao_horizonte_estudo;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;;;;
percentual_duracao_horizonte_estudo;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
percentual_duracao_horizonte_estudo;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
percentual_duracao_horizonte_estudo;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;;;
percentual_duracao_horizonte_estudo;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;
percentual_duracao_horizonte_estudo;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.000000000000;;;
percentual_duracao_horizonte_estudo;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
