idRestricaoEletrica;AttVetor;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;
49;potencia_maxima_media;10841.666666666501;10864.080459780802;10854.666666677400;8800;10733.333333322600;11000;11000.000000011001;10729.032258053800;10782.051282051201;10781.609195402401;10611.111111111200;10611.111111111200;10611.111111111200;10881.702898550400;10100;10747.023809524000;10733.198924720500;10329.166666666501;10329.885057481601;10286;10300;10231.944444444500;10606.666666656001;10500;10500;10500;10500;10500;10404.700000000001;10327.099999999999;10333.200000000001;10272.559999999999;10293.320000000000;10234.400000000000;10611.100000000000;10500;10500;10500;10500;10500;10404.700000000001;10327.099999999999;10333.200000000001;10272.559999999999;10300;10241.150000000001;10611.100000000000;10500;10500;10500;10500;10500;10409.920000000000;10336.150000000000;10315.700000000001;10279.600000000000;10293.320000000000;10254.549999999999;10611.100000000000;10500;
50;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;potencia_maxima_media;9139.285714285499;7547.413793110900;7608.000000007200;6192.592592592400;5922.222222216100;5910.666666666400;5942.857142863100;8786.962365582500;9240.384615385001;10796.551724137800;10791.666666666599;10900;8266.666666666999;6156.521739129999;6400;5461.309523808800;8142.741935475800;9909.294871794500;11591.954023000200;11596.500000000000;11550;11016.388888888900;11076.666666655801;9439.285714285499;7439.516129032101;7438.888888889200;8198.765432097900;8735.057471264299;9894.980000000000;9902.939999999999;11597.720000000001;11567.299999999999;11534.970000000001;11008.640000000001;11055.580000000000;9430.650000000000;7403.709999999999;7429.120000000001;8168.860000000000;8763.270000000000;9894.980000000000;9902.939999999999;11597.720000000001;11567.299999999999;11550;10987.309999999999;11055.580000000000;9459.630000000001;7403.709999999999;7420.090000000000;8244.530000000001;8580.940000000001;9921.650000000001;9930.639999999999;11567.299999999999;11582.580000000000;11534.970000000001;10944.950000000001;11055.580000000000;9445.139999999999;
51;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;potencia_maxima_media;9161.666666666501;9184.080459779121;9174.666666675719;7120;9053.333333324281;9320;9320.000000009321;9049.032258055480;9102.051282051201;9101.609195402401;8931.111111111200;8931.111111111200;8931.111111111200;9201.702898550400;8420;9067.023809523998;9053.198924722179;8649.166666666501;8649.885057479920;8286;8300;8231.944444444500;8606.666666658000;6500;6500;6500;6500;6500;6500;8647.100000000000;8653.200000000001;8272.559999999999;8293.320000000000;8234.400000000001;8611.100000000000;6500;6500;6500;6500;6500;6500;8647.100000000000;8653.200000000001;8272.559999999999;8300;8241.150000000000;8611.100000000000;6500;6500;6500;6500;6500;6500;8656.150000000001;8635.700000000001;8279.600000000000;8293.320000000000;8254.549999999999;8611.100000000000;6500;
52;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
52;potencia_maxima_media;3270;3270.000000003270;3270.000000003270;2500;2499.999999997500;2500;2500.000000002500;2499.999999997500;2500;2500;2500;2500;2500;2500;2500;2500;2499.999999997500;2500;2500.000000002500;2500;2500;2500;2499.999999997500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;
53;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53;potencia_maxima_media;6000;6000.000000006001;6493.333333340001;8000;7999.999999992000;8000;8000.000000008000;5533.602150532000;5493.589743590001;6000;6000;6000;6000;8000;8000;8000;7999.999999992000;6173.076923077000;5344.827586212000;5000;5000;5000;7999.999999992001;5000;8000;8000;8000;8000;8000;6175;5338.700000000000;5000;5000;5000;8000;5000;8000;8000;8000;8000;8000;6175;5338.700000000000;5000;5000;5000;8000;5000;8000;8000;8000;8000;7999.999999999999;6166.650000000000;5371;5000;5000;5000;8000;5000;
54;potencia_minima_media;5794.619047619115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54;potencia_maxima_media;12714.619047619115;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
55;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55;potencia_maxima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
56;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
56;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
57;potencia_minima_media;0;78.000000000078;78.000000000078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
57;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
58;potencia_minima_media;0;3914.514367820280;3758.520000003838;3656.067901234357;3516.944444440835;3533.939999999875;3567.803571432137;3549.393817200713;3585.564102564206;3749.991379310246;3902.833333333270;3953.402777777713;4186.986111111039;4282.391304348106;3810.769230769219;3616.339285714132;3508.990591394303;3623.368589743727;3622.747126440389;2394.125000000000;2501.500000000000;2527.958333333329;2615.184999997326;2627.321428571365;2531.685483870974;2771.999999999986;2759.259259259500;2518.913793103441;2332.972000000000;3625.157800000000;3619.879100000000;2412.152000000000;2501.449900000000;2528.384800000000;2620.714400000000;2627.610700000000;2533.448100000000;2775.346600000000;2768.800000000000;2518.350400000000;2332.972000000000;3625.157800000000;3619.879100000000;2412.152000000000;2501.500000000000;2529.559300000000;2620.714400000000;2617.305700000000;2533.448100000000;2778.417700000000;2744.650000000000;2521.986400000000;2326.499200000000;3617.329200000000;3635.017600000000;2402.711000000000;2501.449900000000;2531.892100000000;2620.714400000000;2622.440600000000;
58;potencia_maxima_media;inf;5514.514367821881;6798.946666673371;4756.067901234357;4616.944444439735;4633.939999999875;4667.803571433237;6999.999999993001;7000;7000.000000000001;7000;7000;7000;7000;7000;7000;6999.999999993001;7000;7000.000000006999;7000;7000;7000;6999.999999993001;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;
59;potencia_minima_media;0;1680.000000001680;1680.000000001680;1680;1679.999999998320;1680;1680.000000001680;1679.999999998320;1680;1680;1680;1680;1680;1680;1680;1680;1679.999999998320;1680;1680.000000001680;2000;2000;2000;1999.999999998000;2000;2000;2000;2000;2000;2000;1680;1680;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;1680;1680;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000.000000000000;1680;1680;2000;2000;2000.000000000000;2000;2000;
59;potencia_maxima_media;inf;7000.000000006999;6841.333333340100;7000;6999.999999993001;7000;7000.000000006999;6999.999999993001;7000;7000.000000000001;7000;7000;7000;7000;7000;7000;6999.999999993001;7000;7000.000000006999;7000;7000;7000;6999.999999993001;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;7000;
60;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
60;potencia_maxima_media;inf;14000.000000013999;14000.000000013999;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
61;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
61;potencia_maxima_media;inf;inf;inf;inf;inf;5208.146666666646;5268.071428576689;5426.803763435424;5429.798076923114;5455.738505747100;5402.541666666649;5467.708333333319;5319.499999999984;5321.297101449325;5315.038461538459;5299.779761904712;5343.590053758087;5358.413461538499;5399.977011499640;5496.210000000001;5427.944444444448;5410.444444444410;5396.838333327871;5326.107142857155;5240.427419354844;5231.722222222223;5345.901234567968;5332.316091954037;5321.157600000000;5359.009800000000;5399.219800000000;5501.062800000000;5430.354900000000;5411.188000000000;5405.608800000000;5326.726100000000;5243.016900000000;5232.332200000000;5348.490100000001;5330.787800000000;5321.157600000000;5359.009800000000;5399.219800000000;5501.062800000000;5427.944800000000;5413.240000000000;5405.608800000000;5324.224700000001;5243.016900000000;5232.891400000000;5341.937400000001;5340.670800000000;5318.582500000000;5356.408100000000;5403.214800000000;5498.523600000000;5430.354900000000;5417.317999999999;5405.608800000000;5325.474600000000;
62;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
62;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;5797.435897436000;5497.701149425200;5694.513888888843;6163.305555555552;6488.888888888800;4863.677536232000;4875;4802.380952380799;4764.717741930700;6869.230769230800;7410.919540237300;7337.250000000000;7200;7379.027777777650;7999.999999992001;7250;6245.967741935500;6250;6059.259259259500;6038.505747126499;7223;6870;7413.240000000000;7349.010000000000;7200;7379.560000000000;8000;7250;6260.750000000000;6253;6068.800000000000;6033.350000000000;7223;6870;7413.240000000000;7349.010000000000;7200;7381.045000000000;8000;7250;6260.750000000000;6255.750000000000;6044.650000000001;6066.700000000001;7205.600000000000;6866.660000000000;7400.990000000000;7342.850000000000;7200;7384.004999999999;8000;7250;
63;potencia_minima_media;0;0;0;0;0;0;0;0;0;32;32;32;32;32;32;32;31.999999999968;30;32.000000000032;30;25;0;31.999999999968;32;32;32;32;32;32;30;32;30;25;0;32;32;32;32;32;32;32;30;32;30;25;0;32;32;32;32;32;32;32;30;32;30;25;0;32;32;
63;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
64;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
64;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;5482.097222222173;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
65;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
65;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;6471.806159420420;6231.999999999988;5969.744047618884;6142.623655907761;5135.705128205322;5265.666666671881;5521.650000000001;5356.166666666684;5278.936111111057;8103.993333325197;5521.369047619090;6957.967741935488;7146.611111111109;7111.111111111097;7068.103448275851;7326.487200000000;5139.474800000000;5259.882500000000;5538.368399999999;5373.134300000000;5283.860400000000;8108.332400000000;5523.684499999999;6952.500200000000;7145.953000000000;7110.367400000000;7068.198800000000;7326.487200000000;5139.474800000000;5259.882500000000;5538.368399999999;5356.168400000000;5297.422500000001;8108.332400000000;5513.925400000000;6952.500200000000;7145.350000000000;7112.251100000000;7067.576800000001;7327.076500000000;5123.067700000000;5290.409200000000;5529.621200000000;5373.134300000000;5324.359900000000;8108.332400000000;5518.801200000000;
66;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;15.100000000000;15.100000000000;15;4.999999999995;10;10.000000000010;10;15.100000000000;15.100000000000;15.099999999985;15.100000000000;10;15;5;10;15.100000000000;10;10;10;15.100000000000;15.100000000000;15.100000000000;15.100000000000;10;15;5;10;15.100000000000;10;10;10;15.100000000000;15.100000000000;15.100000000000;15.100000000000;10;15;5;10;15.100000000000;10;10;10;15.100000000000;15.100000000000;15.100000000000;15.100000000000;
66;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
67;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;20.100000000000;20.100000000000;19;18.999999999981;19;19.000000000019;19;19;19;18.999999999981;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;
67;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
68;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
68;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
69;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;50;49.999999999950;50;50;50;50;50;50;0;0;50;50;50;50;50;50;50;50;50;50;0;0;50;50;50;50;50.000000000000;50;50;50.000000000000;50;50;0;0;50;50;50;50;50;
69;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
70;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;0;0;40;
70;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
71;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;16;16;0;0;0;0;0;0;0;0;16;16;16;16;0;0;0;0;0;0;0;0;16;16;16;16;0;0;0;0;0;0;0;
71;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;63.800000000000;63.800000000000;63.800000000000;63.800000000000;inf;inf;inf;inf;inf;inf;inf;inf;63.800000000000;63.800000000000;63.800000000000;63.800000000000;inf;inf;inf;inf;inf;inf;inf;inf;63.800000000000;63.800000000000;63.800000000000;63.800000000000;inf;inf;inf;inf;inf;inf;inf;
72;potencia_minima_media;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;
72;potencia_maxima_media;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;inf;
