idVariavelAleatoria;AttMatriz;Iteradores;1;2;3;;
1;coeficiente_linear_auto_correlacao;01/2020;1.051098707862;;;;
1;coeficiente_linear_auto_correlacao;02/2020;0.566815369855;;;;
1;coeficiente_linear_auto_correlacao;03/2020;0.525140283702;;;;
1;coeficiente_linear_auto_correlacao;04/2020;0.398486858537;0.178050565430;;;
1;coeficiente_linear_auto_correlacao;05/2020;0.351629319231;0.079686370823;0.079870394654;;
1;coeficiente_linear_auto_correlacao;06/2020;0.826897434990;;;;
1;coeficiente_linear_auto_correlacao;07/2020;0.449274629132;0.216603463300;;;
1;coeficiente_linear_auto_correlacao;08/2020;0.715993336612;;;;
1;coeficiente_linear_auto_correlacao;09/2020;0.899889003567;0.293500371808;;;
1;coeficiente_linear_auto_correlacao;10/2020;0.492271310263;0.092787856573;0.569594715465;;
1;coeficiente_linear_auto_correlacao;11/2020;0.866618016361;;;;
1;coeficiente_linear_auto_correlacao;12/2020;0.968301381200;;;;
1;coeficiente_linear_auto_correlacao;01/2021;1.051098707862;;;;
1;coeficiente_linear_auto_correlacao;02/2021;0.566815369855;;;;
1;coeficiente_linear_auto_correlacao;03/2021;0.525140283702;;;;
1;coeficiente_linear_auto_correlacao;04/2021;0.398486858537;0.178050565430;;;
1;coeficiente_linear_auto_correlacao;05/2021;0.351629319231;0.079686370823;0.079870394654;;
1;coeficiente_linear_auto_correlacao;06/2021;0.826897434990;;;;
1;coeficiente_linear_auto_correlacao;07/2021;0.449274629132;0.216603463300;;;
1;coeficiente_linear_auto_correlacao;08/2021;0.715993336612;;;;
1;coeficiente_linear_auto_correlacao;09/2021;0.899889003567;0.293500371808;;;
1;coeficiente_linear_auto_correlacao;10/2021;0.492271310263;0.092787856573;0.569594715465;;
1;coeficiente_linear_auto_correlacao;11/2021;0.866618016361;;;;
1;coeficiente_linear_auto_correlacao;12/2021;0.968301381200;;;;
1;coeficiente_linear_auto_correlacao;01/2022;1.051098707862;;;;
1;coeficiente_linear_auto_correlacao;02/2022;0.566815369855;;;;
1;coeficiente_linear_auto_correlacao;03/2022;0.525140283702;;;;
1;coeficiente_linear_auto_correlacao;04/2022;0.398486858537;0.178050565430;;;
1;coeficiente_linear_auto_correlacao;05/2022;0.351629319231;0.079686370823;0.079870394654;;
1;coeficiente_linear_auto_correlacao;06/2022;0.826897434990;;;;
1;coeficiente_linear_auto_correlacao;07/2022;0.449274629132;0.216603463300;;;
1;coeficiente_linear_auto_correlacao;08/2022;0.715993336612;;;;
1;coeficiente_linear_auto_correlacao;09/2022;0.899889003567;0.293500371808;;;
1;coeficiente_linear_auto_correlacao;10/2022;0.492271310263;0.092787856573;0.569594715465;;
1;coeficiente_linear_auto_correlacao;11/2022;0.866618016361;;;;
1;coeficiente_linear_auto_correlacao;12/2022;0.968301381200;;;;
1;coeficiente_linear_auto_correlacao;01/2023;1.051098707862;;;;
1;coeficiente_linear_auto_correlacao;02/2023;0.566815369855;;;;
1;coeficiente_linear_auto_correlacao;03/2023;0.525140283702;;;;
1;coeficiente_linear_auto_correlacao;04/2023;0.398486858537;0.178050565430;;;
1;coeficiente_linear_auto_correlacao;05/2023;0.351629319231;0.079686370823;0.079870394654;;
1;coeficiente_linear_auto_correlacao;06/2023;0.826897434990;;;;
1;coeficiente_linear_auto_correlacao;07/2023;0.449274629132;0.216603463300;;;
1;coeficiente_linear_auto_correlacao;08/2023;0.715993336612;;;;
1;coeficiente_linear_auto_correlacao;09/2023;0.899889003567;0.293500371808;;;
1;coeficiente_linear_auto_correlacao;10/2023;0.492271310263;0.092787856573;0.569594715465;;
1;coeficiente_linear_auto_correlacao;11/2023;0.866618016361;;;;
1;coeficiente_linear_auto_correlacao;12/2023;0.968301381200;;;;
1;coeficiente_linear_auto_correlacao;01/2024;1.051098707862;;;;
1;coeficiente_linear_auto_correlacao;02/2024;0.566815369855;;;;
1;coeficiente_linear_auto_correlacao;03/2024;0.525140283702;;;;
1;coeficiente_linear_auto_correlacao;04/2024;0.398486858537;0.178050565430;;;
1;coeficiente_linear_auto_correlacao;05/2024;0.351629319231;0.079686370823;0.079870394654;;
1;coeficiente_linear_auto_correlacao;06/2024;0.826897434990;;;;
1;coeficiente_linear_auto_correlacao;07/2024;0.449274629132;0.216603463300;;;
1;coeficiente_linear_auto_correlacao;08/2024;0.715993336612;;;;
1;coeficiente_linear_auto_correlacao;09/2024;0.899889003567;0.293500371808;;;
1;coeficiente_linear_auto_correlacao;10/2024;0.492271310263;0.092787856573;0.569594715465;;
1;coeficiente_linear_auto_correlacao;11/2024;0.866618016361;;;;
1;coeficiente_linear_auto_correlacao;12/2024;0.968301381200;;;;
2;coeficiente_linear_auto_correlacao;01/2020;0.649123375668;;;;
2;coeficiente_linear_auto_correlacao;02/2020;0.767639178620;;;;
2;coeficiente_linear_auto_correlacao;03/2020;0.506686573110;;;;
2;coeficiente_linear_auto_correlacao;04/2020;0.552552505404;;;;
2;coeficiente_linear_auto_correlacao;05/2020;0.487970455735;;;;
2;coeficiente_linear_auto_correlacao;06/2020;0.676724134280;;;;
2;coeficiente_linear_auto_correlacao;07/2020;0.491190318824;0.203363019372;;;
2;coeficiente_linear_auto_correlacao;08/2020;1.042559319058;-0.179020750326;;;
2;coeficiente_linear_auto_correlacao;09/2020;0.977786393944;;;;
2;coeficiente_linear_auto_correlacao;10/2020;0.563674818178;0.419765282165;;;
2;coeficiente_linear_auto_correlacao;11/2020;1.388640459879;0.189339631969;-1.047597945767;;
2;coeficiente_linear_auto_correlacao;12/2020;0.760667966143;0.621594892364;;;
2;coeficiente_linear_auto_correlacao;01/2021;0.649123375668;;;;
2;coeficiente_linear_auto_correlacao;02/2021;0.767639178620;;;;
2;coeficiente_linear_auto_correlacao;03/2021;0.506686573110;;;;
2;coeficiente_linear_auto_correlacao;04/2021;0.552552505404;;;;
2;coeficiente_linear_auto_correlacao;05/2021;0.487970455735;;;;
2;coeficiente_linear_auto_correlacao;06/2021;0.676724134280;;;;
2;coeficiente_linear_auto_correlacao;07/2021;0.491190318824;0.203363019372;;;
2;coeficiente_linear_auto_correlacao;08/2021;1.042559319058;-0.179020750326;;;
2;coeficiente_linear_auto_correlacao;09/2021;0.977786393944;;;;
2;coeficiente_linear_auto_correlacao;10/2021;0.563674818178;0.419765282165;;;
2;coeficiente_linear_auto_correlacao;11/2021;1.388640459879;0.189339631969;-1.047597945767;;
2;coeficiente_linear_auto_correlacao;12/2021;0.760667966143;0.621594892364;;;
2;coeficiente_linear_auto_correlacao;01/2022;0.649123375668;;;;
2;coeficiente_linear_auto_correlacao;02/2022;0.767639178620;;;;
2;coeficiente_linear_auto_correlacao;03/2022;0.506686573110;;;;
2;coeficiente_linear_auto_correlacao;04/2022;0.552552505404;;;;
2;coeficiente_linear_auto_correlacao;05/2022;0.487970455735;;;;
2;coeficiente_linear_auto_correlacao;06/2022;0.676724134280;;;;
2;coeficiente_linear_auto_correlacao;07/2022;0.491190318824;0.203363019372;;;
2;coeficiente_linear_auto_correlacao;08/2022;1.042559319058;-0.179020750326;;;
2;coeficiente_linear_auto_correlacao;09/2022;0.977786393944;;;;
2;coeficiente_linear_auto_correlacao;10/2022;0.563674818178;0.419765282165;;;
2;coeficiente_linear_auto_correlacao;11/2022;1.388640459879;0.189339631969;-1.047597945767;;
2;coeficiente_linear_auto_correlacao;12/2022;0.760667966143;0.621594892364;;;
2;coeficiente_linear_auto_correlacao;01/2023;0.649123375668;;;;
2;coeficiente_linear_auto_correlacao;02/2023;0.767639178620;;;;
2;coeficiente_linear_auto_correlacao;03/2023;0.506686573110;;;;
2;coeficiente_linear_auto_correlacao;04/2023;0.552552505404;;;;
2;coeficiente_linear_auto_correlacao;05/2023;0.487970455735;;;;
2;coeficiente_linear_auto_correlacao;06/2023;0.676724134280;;;;
2;coeficiente_linear_auto_correlacao;07/2023;0.491190318824;0.203363019372;;;
2;coeficiente_linear_auto_correlacao;08/2023;1.042559319058;-0.179020750326;;;
2;coeficiente_linear_auto_correlacao;09/2023;0.977786393944;;;;
2;coeficiente_linear_auto_correlacao;10/2023;0.563674818178;0.419765282165;;;
2;coeficiente_linear_auto_correlacao;11/2023;1.388640459879;0.189339631969;-1.047597945767;;
2;coeficiente_linear_auto_correlacao;12/2023;0.760667966143;0.621594892364;;;
2;coeficiente_linear_auto_correlacao;01/2024;0.649123375668;;;;
2;coeficiente_linear_auto_correlacao;02/2024;0.767639178620;;;;
2;coeficiente_linear_auto_correlacao;03/2024;0.506686573110;;;;
2;coeficiente_linear_auto_correlacao;04/2024;0.552552505404;;;;
2;coeficiente_linear_auto_correlacao;05/2024;0.487970455735;;;;
2;coeficiente_linear_auto_correlacao;06/2024;0.676724134280;;;;
2;coeficiente_linear_auto_correlacao;07/2024;0.491190318824;0.203363019372;;;
2;coeficiente_linear_auto_correlacao;08/2024;1.042559319058;-0.179020750326;;;
2;coeficiente_linear_auto_correlacao;09/2024;0.977786393944;;;;
2;coeficiente_linear_auto_correlacao;10/2024;0.563674818178;0.419765282165;;;
2;coeficiente_linear_auto_correlacao;11/2024;1.388640459879;0.189339631969;-1.047597945767;;
2;coeficiente_linear_auto_correlacao;12/2024;0.760667966143;0.621594892364;;;
3;coeficiente_linear_auto_correlacao;01/2020;0.719965917197;;;;
3;coeficiente_linear_auto_correlacao;02/2020;1.005219652924;-0.354731062415;;;
3;coeficiente_linear_auto_correlacao;03/2020;0.878349267447;;;;
3;coeficiente_linear_auto_correlacao;04/2020;0.491674153095;;;;
3;coeficiente_linear_auto_correlacao;05/2020;0.563132203267;;;;
3;coeficiente_linear_auto_correlacao;06/2020;0.343308724351;0.102123643701;;;
3;coeficiente_linear_auto_correlacao;07/2020;0.876634655017;-0.080264191450;;;
3;coeficiente_linear_auto_correlacao;08/2020;0.819562015593;;;;
3;coeficiente_linear_auto_correlacao;09/2020;0.880204242314;;;;
3;coeficiente_linear_auto_correlacao;10/2020;1.134069269502;;;;
3;coeficiente_linear_auto_correlacao;11/2020;2.104689260259;-0.890151210529;;;
3;coeficiente_linear_auto_correlacao;12/2020;1.033440095683;;;;
3;coeficiente_linear_auto_correlacao;01/2021;0.719965917197;;;;
3;coeficiente_linear_auto_correlacao;02/2021;1.005219652924;-0.354731062415;;;
3;coeficiente_linear_auto_correlacao;03/2021;0.878349267447;;;;
3;coeficiente_linear_auto_correlacao;04/2021;0.491674153095;;;;
3;coeficiente_linear_auto_correlacao;05/2021;0.563132203267;;;;
3;coeficiente_linear_auto_correlacao;06/2021;0.343308724351;0.102123643701;;;
3;coeficiente_linear_auto_correlacao;07/2021;0.876634655017;-0.080264191450;;;
3;coeficiente_linear_auto_correlacao;08/2021;0.819562015593;;;;
3;coeficiente_linear_auto_correlacao;09/2021;0.880204242314;;;;
3;coeficiente_linear_auto_correlacao;10/2021;1.134069269502;;;;
3;coeficiente_linear_auto_correlacao;11/2021;2.104689260259;-0.890151210529;;;
3;coeficiente_linear_auto_correlacao;12/2021;1.033440095683;;;;
3;coeficiente_linear_auto_correlacao;01/2022;0.719965917197;;;;
3;coeficiente_linear_auto_correlacao;02/2022;1.005219652924;-0.354731062415;;;
3;coeficiente_linear_auto_correlacao;03/2022;0.878349267447;;;;
3;coeficiente_linear_auto_correlacao;04/2022;0.491674153095;;;;
3;coeficiente_linear_auto_correlacao;05/2022;0.563132203267;;;;
3;coeficiente_linear_auto_correlacao;06/2022;0.343308724351;0.102123643701;;;
3;coeficiente_linear_auto_correlacao;07/2022;0.876634655017;-0.080264191450;;;
3;coeficiente_linear_auto_correlacao;08/2022;0.819562015593;;;;
3;coeficiente_linear_auto_correlacao;09/2022;0.880204242314;;;;
3;coeficiente_linear_auto_correlacao;10/2022;1.134069269502;;;;
3;coeficiente_linear_auto_correlacao;11/2022;2.104689260259;-0.890151210529;;;
3;coeficiente_linear_auto_correlacao;12/2022;1.033440095683;;;;
3;coeficiente_linear_auto_correlacao;01/2023;0.719965917197;;;;
3;coeficiente_linear_auto_correlacao;02/2023;1.005219652924;-0.354731062415;;;
3;coeficiente_linear_auto_correlacao;03/2023;0.878349267447;;;;
3;coeficiente_linear_auto_correlacao;04/2023;0.491674153095;;;;
3;coeficiente_linear_auto_correlacao;05/2023;0.563132203267;;;;
3;coeficiente_linear_auto_correlacao;06/2023;0.343308724351;0.102123643701;;;
3;coeficiente_linear_auto_correlacao;07/2023;0.876634655017;-0.080264191450;;;
3;coeficiente_linear_auto_correlacao;08/2023;0.819562015593;;;;
3;coeficiente_linear_auto_correlacao;09/2023;0.880204242314;;;;
3;coeficiente_linear_auto_correlacao;10/2023;1.134069269502;;;;
3;coeficiente_linear_auto_correlacao;11/2023;2.104689260259;-0.890151210529;;;
3;coeficiente_linear_auto_correlacao;12/2023;1.033440095683;;;;
3;coeficiente_linear_auto_correlacao;01/2024;0.719965917197;;;;
3;coeficiente_linear_auto_correlacao;02/2024;1.005219652924;-0.354731062415;;;
3;coeficiente_linear_auto_correlacao;03/2024;0.878349267447;;;;
3;coeficiente_linear_auto_correlacao;04/2024;0.491674153095;;;;
3;coeficiente_linear_auto_correlacao;05/2024;0.563132203267;;;;
3;coeficiente_linear_auto_correlacao;06/2024;0.343308724351;0.102123643701;;;
3;coeficiente_linear_auto_correlacao;07/2024;0.876634655017;-0.080264191450;;;
3;coeficiente_linear_auto_correlacao;08/2024;0.819562015593;;;;
3;coeficiente_linear_auto_correlacao;09/2024;0.880204242314;;;;
3;coeficiente_linear_auto_correlacao;10/2024;1.134069269502;;;;
3;coeficiente_linear_auto_correlacao;11/2024;2.104689260259;-0.890151210529;;;
3;coeficiente_linear_auto_correlacao;12/2024;1.033440095683;;;;
4;coeficiente_linear_auto_correlacao;01/2020;0.492235044384;;;;
4;coeficiente_linear_auto_correlacao;02/2020;0.539161309443;;;;
4;coeficiente_linear_auto_correlacao;03/2020;0.473373995406;;;;
4;coeficiente_linear_auto_correlacao;04/2020;0.479944190595;0.127476035303;;;
4;coeficiente_linear_auto_correlacao;05/2020;0.614521477984;;;;
4;coeficiente_linear_auto_correlacao;06/2020;0.720287642818;;;;
4;coeficiente_linear_auto_correlacao;07/2020;0.852570514349;;;;
4;coeficiente_linear_auto_correlacao;08/2020;0.858606886309;;;;
4;coeficiente_linear_auto_correlacao;09/2020;0.898236630007;;;;
4;coeficiente_linear_auto_correlacao;10/2020;1.098126921370;;;;
4;coeficiente_linear_auto_correlacao;11/2020;1.034273899862;;;;
4;coeficiente_linear_auto_correlacao;12/2020;0.452127759736;0.829734519216;;;
4;coeficiente_linear_auto_correlacao;01/2021;0.492235044384;;;;
4;coeficiente_linear_auto_correlacao;02/2021;0.539161309443;;;;
4;coeficiente_linear_auto_correlacao;03/2021;0.473373995406;;;;
4;coeficiente_linear_auto_correlacao;04/2021;0.479944190595;0.127476035303;;;
4;coeficiente_linear_auto_correlacao;05/2021;0.614521477984;;;;
4;coeficiente_linear_auto_correlacao;06/2021;0.720287642818;;;;
4;coeficiente_linear_auto_correlacao;07/2021;0.852570514349;;;;
4;coeficiente_linear_auto_correlacao;08/2021;0.858606886309;;;;
4;coeficiente_linear_auto_correlacao;09/2021;0.898236630007;;;;
4;coeficiente_linear_auto_correlacao;10/2021;1.098126921370;;;;
4;coeficiente_linear_auto_correlacao;11/2021;1.034273899862;;;;
4;coeficiente_linear_auto_correlacao;12/2021;0.452127759736;0.829734519216;;;
4;coeficiente_linear_auto_correlacao;01/2022;0.492235044384;;;;
4;coeficiente_linear_auto_correlacao;02/2022;0.539161309443;;;;
4;coeficiente_linear_auto_correlacao;03/2022;0.473373995406;;;;
4;coeficiente_linear_auto_correlacao;04/2022;0.479944190595;0.127476035303;;;
4;coeficiente_linear_auto_correlacao;05/2022;0.614521477984;;;;
4;coeficiente_linear_auto_correlacao;06/2022;0.720287642818;;;;
4;coeficiente_linear_auto_correlacao;07/2022;0.852570514349;;;;
4;coeficiente_linear_auto_correlacao;08/2022;0.858606886309;;;;
4;coeficiente_linear_auto_correlacao;09/2022;0.898236630007;;;;
4;coeficiente_linear_auto_correlacao;10/2022;1.098126921370;;;;
4;coeficiente_linear_auto_correlacao;11/2022;1.034273899862;;;;
4;coeficiente_linear_auto_correlacao;12/2022;0.452127759736;0.829734519216;;;
4;coeficiente_linear_auto_correlacao;01/2023;0.492235044384;;;;
4;coeficiente_linear_auto_correlacao;02/2023;0.539161309443;;;;
4;coeficiente_linear_auto_correlacao;03/2023;0.473373995406;;;;
4;coeficiente_linear_auto_correlacao;04/2023;0.479944190595;0.127476035303;;;
4;coeficiente_linear_auto_correlacao;05/2023;0.614521477984;;;;
4;coeficiente_linear_auto_correlacao;06/2023;0.720287642818;;;;
4;coeficiente_linear_auto_correlacao;07/2023;0.852570514349;;;;
4;coeficiente_linear_auto_correlacao;08/2023;0.858606886309;;;;
4;coeficiente_linear_auto_correlacao;09/2023;0.898236630007;;;;
4;coeficiente_linear_auto_correlacao;10/2023;1.098126921370;;;;
4;coeficiente_linear_auto_correlacao;11/2023;1.034273899862;;;;
4;coeficiente_linear_auto_correlacao;12/2023;0.452127759736;0.829734519216;;;
4;coeficiente_linear_auto_correlacao;01/2024;0.492235044384;;;;
4;coeficiente_linear_auto_correlacao;02/2024;0.539161309443;;;;
4;coeficiente_linear_auto_correlacao;03/2024;0.473373995406;;;;
4;coeficiente_linear_auto_correlacao;04/2024;0.479944190595;0.127476035303;;;
4;coeficiente_linear_auto_correlacao;05/2024;0.614521477984;;;;
4;coeficiente_linear_auto_correlacao;06/2024;0.720287642818;;;;
4;coeficiente_linear_auto_correlacao;07/2024;0.852570514349;;;;
4;coeficiente_linear_auto_correlacao;08/2024;0.858606886309;;;;
4;coeficiente_linear_auto_correlacao;09/2024;0.898236630007;;;;
4;coeficiente_linear_auto_correlacao;10/2024;1.098126921370;;;;
4;coeficiente_linear_auto_correlacao;11/2024;1.034273899862;;;;
4;coeficiente_linear_auto_correlacao;12/2024;0.452127759736;0.829734519216;;;
5;coeficiente_linear_auto_correlacao;01/2020;0;;;;
5;coeficiente_linear_auto_correlacao;02/2020;0.716249015896;;;;
5;coeficiente_linear_auto_correlacao;03/2020;0.254244957390;;;;
5;coeficiente_linear_auto_correlacao;04/2020;0.445408929692;;;;
5;coeficiente_linear_auto_correlacao;05/2020;0.405793800874;;;;
5;coeficiente_linear_auto_correlacao;06/2020;0.681936853350;;;;
5;coeficiente_linear_auto_correlacao;07/2020;0.781521708443;;;;
5;coeficiente_linear_auto_correlacao;08/2020;0.424606195441;0.328534751677;;;
5;coeficiente_linear_auto_correlacao;09/2020;0.593413294502;0.178092372549;;;
5;coeficiente_linear_auto_correlacao;10/2020;0.649355073666;0.161225945024;0.345926535911;;
5;coeficiente_linear_auto_correlacao;11/2020;1.613853611360;;;;
5;coeficiente_linear_auto_correlacao;12/2020;0.696278226905;;;;
5;coeficiente_linear_auto_correlacao;01/2021;0;;;;
5;coeficiente_linear_auto_correlacao;02/2021;0.716249015896;;;;
5;coeficiente_linear_auto_correlacao;03/2021;0.254244957390;;;;
5;coeficiente_linear_auto_correlacao;04/2021;0.445408929692;;;;
5;coeficiente_linear_auto_correlacao;05/2021;0.405793800874;;;;
5;coeficiente_linear_auto_correlacao;06/2021;0.681936853350;;;;
5;coeficiente_linear_auto_correlacao;07/2021;0.781521708443;;;;
5;coeficiente_linear_auto_correlacao;08/2021;0.424606195441;0.328534751677;;;
5;coeficiente_linear_auto_correlacao;09/2021;0.593413294502;0.178092372549;;;
5;coeficiente_linear_auto_correlacao;10/2021;0.649355073666;0.161225945024;0.345926535911;;
5;coeficiente_linear_auto_correlacao;11/2021;1.613853611360;;;;
5;coeficiente_linear_auto_correlacao;12/2021;0.696278226905;;;;
5;coeficiente_linear_auto_correlacao;01/2022;0;;;;
5;coeficiente_linear_auto_correlacao;02/2022;0.716249015896;;;;
5;coeficiente_linear_auto_correlacao;03/2022;0.254244957390;;;;
5;coeficiente_linear_auto_correlacao;04/2022;0.445408929692;;;;
5;coeficiente_linear_auto_correlacao;05/2022;0.405793800874;;;;
5;coeficiente_linear_auto_correlacao;06/2022;0.681936853350;;;;
5;coeficiente_linear_auto_correlacao;07/2022;0.781521708443;;;;
5;coeficiente_linear_auto_correlacao;08/2022;0.424606195441;0.328534751677;;;
5;coeficiente_linear_auto_correlacao;09/2022;0.593413294502;0.178092372549;;;
5;coeficiente_linear_auto_correlacao;10/2022;0.649355073666;0.161225945024;0.345926535911;;
5;coeficiente_linear_auto_correlacao;11/2022;1.613853611360;;;;
5;coeficiente_linear_auto_correlacao;12/2022;0.696278226905;;;;
5;coeficiente_linear_auto_correlacao;01/2023;0;;;;
5;coeficiente_linear_auto_correlacao;02/2023;0.716249015896;;;;
5;coeficiente_linear_auto_correlacao;03/2023;0.254244957390;;;;
5;coeficiente_linear_auto_correlacao;04/2023;0.445408929692;;;;
5;coeficiente_linear_auto_correlacao;05/2023;0.405793800874;;;;
5;coeficiente_linear_auto_correlacao;06/2023;0.681936853350;;;;
5;coeficiente_linear_auto_correlacao;07/2023;0.781521708443;;;;
5;coeficiente_linear_auto_correlacao;08/2023;0.424606195441;0.328534751677;;;
5;coeficiente_linear_auto_correlacao;09/2023;0.593413294502;0.178092372549;;;
5;coeficiente_linear_auto_correlacao;10/2023;0.649355073666;0.161225945024;0.345926535911;;
5;coeficiente_linear_auto_correlacao;11/2023;1.613853611360;;;;
5;coeficiente_linear_auto_correlacao;12/2023;0.696278226905;;;;
5;coeficiente_linear_auto_correlacao;01/2024;0;;;;
5;coeficiente_linear_auto_correlacao;02/2024;0.716249015896;;;;
5;coeficiente_linear_auto_correlacao;03/2024;0.254244957390;;;;
5;coeficiente_linear_auto_correlacao;04/2024;0.445408929692;;;;
5;coeficiente_linear_auto_correlacao;05/2024;0.405793800874;;;;
5;coeficiente_linear_auto_correlacao;06/2024;0.681936853350;;;;
5;coeficiente_linear_auto_correlacao;07/2024;0.781521708443;;;;
5;coeficiente_linear_auto_correlacao;08/2024;0.424606195441;0.328534751677;;;
5;coeficiente_linear_auto_correlacao;09/2024;0.593413294502;0.178092372549;;;
5;coeficiente_linear_auto_correlacao;10/2024;0.649355073666;0.161225945024;0.345926535911;;
5;coeficiente_linear_auto_correlacao;11/2024;1.613853611360;;;;
5;coeficiente_linear_auto_correlacao;12/2024;0.696278226905;;;;
6;coeficiente_linear_auto_correlacao;01/2020;0.883981178920;;;;
6;coeficiente_linear_auto_correlacao;02/2020;0.549612962484;;;;
6;coeficiente_linear_auto_correlacao;03/2020;0.387635555495;0.170078642669;;;
6;coeficiente_linear_auto_correlacao;04/2020;0.310550334044;0.183261943405;;;
6;coeficiente_linear_auto_correlacao;05/2020;0.589668567425;;;;
6;coeficiente_linear_auto_correlacao;06/2020;1.316782921234;;;;
6;coeficiente_linear_auto_correlacao;07/2020;0.372489040897;;;;
6;coeficiente_linear_auto_correlacao;08/2020;0.625721010851;;;;
6;coeficiente_linear_auto_correlacao;09/2020;0.792577354793;0.248369722182;;;
6;coeficiente_linear_auto_correlacao;10/2020;0.850247612063;;;;
6;coeficiente_linear_auto_correlacao;11/2020;0.372201486839;0.315099673132;;;
6;coeficiente_linear_auto_correlacao;12/2020;0.770334593460;;;;
6;coeficiente_linear_auto_correlacao;01/2021;0.883981178920;;;;
